id	target_txt	prediction
2947  7ad2f956-7974-42ce-82bb-284021374a16	solange das verhalten der fahrenden akzeptiert wird solange ändert sich wahrscheinlich wenig	solange das verhalten der fahrenden akzeptiert wird ändert sich wahrscheinlich wenig
2774  24952f04-7bd8-49e2-a174-da2462149c46	die möglichkeiten die der kanton hat nutzen unsere migrationsbehörden bereits	die möglichkeiten die der kanton nutzen unsere migrationsbehörden bereits
586  795f142e-ff0a-47bb-a423-e16153ec2610	schlussfazit wie bereits gesagt sieht der kanton bern keinen handlungsbedarf	ein schlussfahrzeit wie schon gesagt der kanton bern sieht geeignet handlungsbedarf
2471  19ea14e2-99ce-4a5b-981c-f71443a4af5b	es ist gut wenn der kanton eine vorreiterrolle einnimmt und die elektromobilität forciert	es ist gut wenn der kanton eine vorreiterrolle einnimmt und die elektromobilität forciert
3127  def2adc3-bac8-4bfb-bd50-36835ada7ec9	dieser soll so ausgeführt werden dass sich die aussenseite dann auch von innen reinigen lassen	sie sollen ausgeführt werden dass man sie auch von ihnen einigen könnte also die aussenschitten
933  a3f990d1-cc95-49db-a02a-1f00e93b3123	mit der formularpflicht wird ein allfälliger wohnungsmangel in keiner art und weise bekämpft	mit der formularpflicht wird ein allfälliger wohnungsmangel in keiner art und weise bekämpft
2082  dcec5d15-ae43-4540-aeee-71c97b2fbd91	wir vertrauen der regierung dass dieser prozess mit allen beteiligten an bord erfolgreich beendet wird	wir vertrauen der regierung dass dieser prozess mit allen beteiligten amburg erfolgreich beendet wird
1032  5d3a1146-bd6a-41ea-9609-6184b11754c9	er hat auch aufgezeigt wie die situation in anderen kantonen aussieht	herr doch aufzeigt wie die situation in anderen kantonen aussieht
3330  455ee1c5-2abf-44ac-9f66-a98b28037c9d	die gemeinden erhalten mehr spielraum um ausnahmen für veranstaltungen zu bewilligen	die gemeinden halten mehr spielraum um ausnahmen für veranstaltungen zu bewilligen
2797  dc042379-0a1a-4e34-ad28-ec4ee3829f3e	im bisherigen rahmen und unter beachtung der gesetzlichen bestimmungen sollen solche äusserungen auch weiterhin möglich sein	beim bisherigen rahmen anhand der gesetzlichen bestimmungen sollen auch äusserungen weiterhin möglich sein
671  12328346-b27d-4303-a397-1aef7d79419a	ich bin der auffassung dass der vertrag die nötigen informationen umfassend zeigt	ich bin der auffassung der vertragszeit umfassend die nötigen informationen zu sehen
2354  fc394dac-9163-40b6-97a5-cb25d0b5610b	natürlich kann bern nicht einfach auf den professorentitel an den fachhochschulen verzichten	natürlich kann bern nun einfach sagen wir verzichten auf den professortitel bei den fachhochschulen
2950  93186c65-ddc7-4ed6-95fe-263095e8dc1b	es ist die einzige unterstützung die die stadt dafür erhält dass sie bundeshauptstadt ist	es ist die einzige unterstützung welche die stadt bern erhält dass sie bundeshauptstadt ist
1648  4a31564a-5f97-451e-adb3-a71a60bb9bea	sie wollen es sich in der sozialen hängematte hier in der schweiz bequem machen	sie wollen sich es in der sozialen hängemate in der schweiz bekleiben
806  16eba8c0-1478-4cc3-831c-605b39e06357	ich erhebe nicht den anspruch irgendetwas am klima korrigieren zu können	ich nehme nicht den anspruch auf mich dass irgendetwas am klima korrigieren kann
2777  2181a524-dbed-48d2-bdd0-7412b8981fb8	wenn man dann noch sortieren muss zu welchem stapel jetzt was hinzukommt dann wird es noch etwas mühsamer	wenn man dann noch vortieren muss welches digital ins was erhält wird es dann noch etwas müssen
3047  8133e39c-cbf7-4a2e-8b19-324ed4fa773a	bewilligungen sind dann nötig ich habe es vorhin gerade gesagt wenn die sendeleistung erhöht wird	die bewilligungen sind dann nötig ich habe es vorhin eingangs gesagt wenn zentrenleistungen erhöht wird
2884  7df13059-2c07-4801-9f90-53e96456171d	also man generiert hier eigentlich die situation dass dann niemand mehr gewinn ausweisen will	man generiert hier eigentlich die situation dass nchhein wir wollen die gewinne ausweisen
3034  83978859-76bf-4cc4-b2de-f6e95afde079	die schule soll nein sie muss informieren sie muss die schülerinnen und schüler in ihrer meinungsbildung unterstützen	so soll man sie muss informieren sie muss schülerinnen und schüler in der meinungsbildung unterstützen
825  dabac1d2-c9d8-4a24-a822-04f3faacf1f7	die fdpfraktion stimmt dieser motion zu und nimmt auch das postulat an	die fdpfraktion stimmt dieser motion auch das postulat zu
3025  a41b8f8e-d39e-45c3-8485-421d5a336329	deshalb müssen wir den punkt 5 unbedingt ablehnen und dieses projekt endlich starten	deshalb müssen wir den punkt 5 unbedingt ablehnen und dieses projekt endlich starten
1655  a2a8c96f-3e20-40ae-9dae-9e118cb6c024	für die fdpfraktion stellt sich die frage was der nutzen eines solchen berichts ist	für die fdpfraktion stellt sich die frage was der nutzen des sommeren berichts ist
3287  3e70c636-660e-4a8a-a99d-911812b68ce7	die ziffer 5 verlangt die streichung der kantonsbeiträge an freiberuflich tätige pflegefachpersonen	die ziffer 5 verlangt die streichung der kantonsbeiträge an freiberufliche pflegefachpersonen
3062  5bd5ba9a-e6d5-46f1-8a92-29b8d4737b58	ich schliesse mich ganz stark den worten von patrick freudiger und samuel leuenberger an	ich schliesse mich ganz fest das wort von patrick freudiger und samuel leuenberger an
1221  728a3484-7c82-4711-9561-bcfa8a20672c	ich habe den alten vertrag mal hervorgesucht und geschaut was ich damals eigentlich unterschrieben hatte	ich habe dann den alten vertrag einmal für rekramet und einmal geschaut dass ich dann eigentlich unterschrieben habe
626  513277de-fda9-4bd9-a4eb-fc205ced9977	die fdpfraktion versteht die sorge bezüglich der spitalversorgung in den ländlichen regionen	die fdp steht die sorge bezüglich der spitalversorgung in den ländlichen regionen
1243  ad65d96a-3bf4-42dc-a2ea-961585dec4e1	die gef arbeitet daran eine sozialstrategie zu konzipieren und umzusetzen	ich gefahrbeitet daran ein soziales strategie zu konzipieren und umsetzen
838  849d3f5d-b573-4cd3-92ee-51889994a453	damit liegt es auf der hand dass diese motion vor allem die selbständige erwerbstätigkeit in frage stellt	diese motion liegt auf der hand dass diese motion vor allem die selbstständigkeit infrage stellt
2364  cd90dee0-b6d3-4da8-b689-237833cb5108	klar es gibt auf beiden seiten des spektrums regional sehr grosse ausreisser	es gibt jetzt klar auf beiden seiten des spektrums regional sehr grosse ausreisser
647  4911d0e8-ad09-4600-be8d-607a2bcacf75	wir kommen mit einer austarierteren version für eine gute schule auf allen stufen zurück	wir kommen zurück mit einer austarierteren version für eine gute schule auf allen stufen
2032  2c8fb9ea-d354-4249-ad97-229669f5bde1	ich kann nur für diejenigen gemeinden sprechen mit denen ich direkt zu tun hatte oder wo ich die leute gut genug kenne	ich kann nur für die gemeinden sprechen die ich auch direkt damit zu tun habe oder wo ich die leute genug gut könne
3256  7d2405b5-cc9d-4ccd-95c9-8b93f1fbaf6b	zudem sind wir der überzeugung dass die instrumente der steuerverwaltung vollkommen ausreichend sind	weiter sind wir auch der überzeugung dass die instrumente unserer steuerverwaltung vollkommen über jugend sind
606  ee637432-c6a3-439d-9705-4b515112754a	in unserem kanton herrscht unterdurchschnittlicher newskonsum und geringes politisches wissen	in unserem kanton herrscht unterdurchschnittlich eine auskonform und geringspolitisches wissen
3097  e260af13-1039-4efd-99e6-4dd29af2a468	zur ziffer 2 hier sind wir nicht einverstanden mit der regierung	zu ziffer 2 da sind wir nicht einverstanden mit der regierung
2523  4a1410b8-eac7-402f-a12c-0ebdd8e95793	es ist ganz klar die situation hinten in kappelen ist nicht so dass man dort die leute beherbergen könnte	es ist ganz klar die situation hingegen in kappelen und nicht so dass wir jetzt die leute beherbergen könnten
2533  febd33fc-ae37-403f-92f1-9b8c3d54c964	auch sanktionen sollen überlegt werden wenn die personen nicht die gewünschten fortschritte machen	auch sanktionen sollen überlegt werden wenn die personen nicht ein gewünschter fortschritt machen
2350  4cfe2302-b945-4ebd-a600-653bf189ed96	vielmehr fordert sie eine aufstockung in denjenigen bereichen wo es noch zu wenige hunde gibt	aufstockt sondern eben in diesen bereichen die wir aus meiner sicht noch zu wenig hunde hat
2239  68477e52-c6b0-4700-8548-a9e9ae0ff114	auch die im mitbericht gestellten fragen der fiko konnten geklärt werden	auch diese mitberichte gestellten fragen der fiko konnte geklärt werden
2871  9633d4af-81bb-4999-a4ff-99af29699681	aufgrund dieser sorgen wird ein teil unserer fraktion diesen objektkredit ablehnen oder sich enthalten	aufgrund dieser sorgen wird ein teil der fraktion diesen objektkredit ablehnen oder sich enthalten
2506  40b8ba46-c2a8-4c06-b8a3-004d878ce893	die vielfalt stellt sicher dass unterschiedliche themen und meinungen abgebildet werden	die vielfalt stellt sicher dass unterschiedliche themen und meinungen abgebildet werden
1663  f1acbfd2-6507-4c73-8fca-01be73ab85ce	diesen nehme ich gerne an wandle in ein postulat und bitte sie nicht abzuschreiben	ich nehme natürlich gerne an und sage ich wandle in ein postulat und bitte sie dies nicht abzuschreiben
1538  4137053a-8634-4e75-b230-f7429765e998	die kantonsvertreter im verwaltungsrat sollen sich auch in diese richtung einsetzen	der kanton vertreter im verwaltungsrat solle sich in diese richtung auch einsetzen und ich bitte sie
1964  3aee332b-f546-49c0-bb02-7deb679483ae	vielmehr soll er seine verantwortung gerade im sensiblen bereich der religionen wahrnehmen	seine verantwortung gerade im sensiblen bereich der religionen wahrnimmt
2496  3d557a05-1e7d-46d9-8538-fc74f6898ff4	in diesem vorstoss bezieht sich die angesprochene problematik ausschliesslich auf mädchen	die in diesem vorstoss ja auch gesprochene problematik bezieht sich ausschliesslich auf mädchen
442  f17ebc12-e625-491d-b6ae-df1c949b8ca9	der verwaltungsrat in dem der kanton bern vertreten ist gebe jedoch nur die strategie vor	der verwaltungsrat der der kanton bern vertreten ist gibt nur die strategie vor
1180  350d5074-c3a2-4173-9330-479957007b2a	aber was viele von uns für einmal auch auf der linken seite sicher gehört haben	aber was viele von uns auch wie vereine auf der linken seite sicher gehört dritt
2193  cacc2a91-e340-40a5-be73-b5435adf778f	es sind doch in diesem saal alles erwachsene leute anwesend die nicht so blauäugig sind	es sind doch alle erwachsene leute die in diesem saal und nicht so blauäugig sind
581  031d4a4a-0dad-4025-b9de-078f506d554e	diese können die bevölkerung und auch unsere fraktion nur teilweise akzeptieren	auch über bevölkerung und auch in unserer fraktion nur teilweise können teilweise akzeptiert werden
2757  041384a6-991c-468f-ba0e-0f1be7dda5b8	die antragstellerinnen bei beiden anträgen haben bemerkt dass die vorhandenen fondsgelder abnehmen	die antragstellerinnen beide anträge haben die beiden anträge gemerkt dass die vorhandenen fondsgelder abnehmen
2458  40cf4094-9526-4d59-a989-c02286aed899	es ist jedem freigestellt im ganzen kanton bern ein flugblatt von mir zu verschicken um werbung für mich zu machen	es ist jedem freien flugplatt von wir im ganzen kanton bern zu verschicken der merbung für mich macht
1289  d1ec73be-f894-45a7-a49f-19813b76a8e1	man sieht es die zunahme der neueintretenden an der ph sind eindrücklich	man sieht die zunahme der neuen eintretenden an der ph sind eindrücklich
2421  46b55b75-d8f9-4664-a661-a27d2d06e92b	die antwort der regierung ist in diesem sinn für mich und für uns befriedigend	die antwort der regierung ist in diesem sinne befriedigend für mich
2738  1c75dd71-3cd9-4fb1-a9b1-2552e2d455fc	es ist ein schwieriges unterfangen auf dieser stufe kosten sparen zu wollen	es ist ein schwieriges unterfangen doch auf dieser stufe welche kosten zu sparen
2484  5d3d3e1d-e7aa-4bfb-9425-5c4bf6f95981	ich bitte sie den vorstoss als postulat anzunehmen und um nichtabschreibung des prüfungsberichts	ich bitte sie als postulat und nichtabschreibung des prüfungsberichts
6  a9e7faad-61a7-454e-b011-0fae88c8c2f2	natürlich gibt es härtefälle aber dafür gibt es die verschiedensten instrumente wie beispielsweise die el	natürlich gibt es härtefälle aber auch dafür gibt es die verschiedensten instrumente wie zum beispiel die ergänzungsleistungen
2775  e37e74a2-f841-438e-965e-66d05212b1cd	deshalb ist die fdpfraktion für annahme der motion und gleichzeitige abschreibung	deshalb ist die fdpfraktion für annahme der motion an gleichzeitige abschreibung
3098  825456c5-0343-472a-9802-775666d25109	alle sagten sie wollten zuerst ein wenig stellvertreter sein und lieber nicht mehr werden	alle wollten gesagt sie wollten etwas stellvertreter sein und lieber nicht mehr werden
1255  addaa495-0688-48b1-a980-c863380b46f0	sprich es ist ein werbegegenwert der schlussendlich auch offengelegt werden müsste	es spricht ein werbegelegen werden und schlussendlich auch offengelegt werden müsste
897  3ef5ecb6-1bb6-4afb-b1f5-baf4d1439e94	die eingereichte motion hebammenruf wurde vom grossen rat als postulat angenommen	die eingerechte motion hebammenruf ist vom grossen rat als postulat angenommen
2224  d103db06-0436-4818-8d24-676fc7a51868	zurzeit ist noch keine absichtserklärung unterzeichnet worden und so weiter	zurzeit ist noch keine absichtserklärung unterzeichnet worden und so weiter
2057  dce51efc-877a-4c05-b0b9-e5e2b2c7863e	die universität bern ist eine erfolgsgeschichte und grundsätzlich sehr gut unterwegs	die universität bern ist eine erfolgsgeschichte und grundsätzlich sehr gut unterwegs
1645  ac4160af-ecbd-40f2-83f8-9a939b770678	die bdp lehnt den antrag benoit ab und unterstützt gleichzeitig aber den antrag mühlheim einstimmig	die bdp lehnt den antrag benoit ab und unterstützt gleichzeitig aber den antrag mühlheim einstimmig
1214  b1f235bc-8b4c-4741-936e-6eb97ad1c7ab	wenn der chef des einsatzes den eindruck hat es brauche mehr hunde würde er sie sicher anschaffen	wenn der chefeinsatz das gefühl hat braucht mehr hunden würde es wohl zu suchen
659  4ab85b8a-72f7-4a4f-b1d7-1924141bbf89	auch der erwartete und nötige austausch zwischen den involvierten stellen wird sichergestellt und findet laufend statt	auch der erwartet und nötige austausch zwischen involvierter stellen wird sichergestellt und findet laufend statt
3103  fcfc6d6d-9cfa-4ecb-ae9a-c00afae5a589	die billigflüge vor allem die günstigen werden alle nach basel verlagert	einfach auf billig gepflügt und vor allem die günstigen werden einfach alle auf die baselverlagert
3267  f0f92465-c7e8-4366-93e1-2ed22ed9ff07	der regierungsrat hat für dieses postulat eine vertiefte abklärung gemacht	die regierungsrat hat für das postulat eine vertiefte abklärung gemacht
355  c4011016-1c2c-4ce4-8672-3785a1c9376b	wenn sich der wolf nicht bei uns integrieren will dann soll er hier auch kein bleiberecht haben	wenn sich der wolf bei uns nicht integrieren will soll er auch kein bleiberecht haben
2349  c533d288-ec1a-4904-ba19-19f187503f4d	schauen sie sich die eindrückliche liste im netz an uns sehen sie wer alles geld erhalten hat	schauen sie sich die eindrückliche liste an die der findet auf dem netz werden alles geld erhalten
2993  5f2133ce-7b8d-4639-831d-fa5e0b8ca880	auch hat man die digitale transformation in angriff genommen um nur zwei schwerpunkte zu erwähnen	und in die digitaltransformation hat man auch in angriff genommen um nutzwei schwerpunkte zu erwähnen
955  af0ae60a-3e42-457d-8c55-9685205637ff	digitalisierung soll vereinfachen abläufe effizienter gestalten und verständlich sein	die digitalisierung soll vereinfachen abnauf effizienter gestalten und verständlich sein
719  744b95f7-3e38-4472-9aee-d02bc7831eae	die vierte gewalt muss frei von interessenseinflussnahme bericht erstatten können	die vierte gewalt muss frei von interessensiv nutzbericht einstatten können
2528  58a19246-e7d5-434f-98e0-34240da12fe5	aber der bildungsfranken ist wie alle güter auf dieser welt kein unbeschränktes gut	aber der bildungsfranken wie alle güter dafür dieser welt ist kein unbeschränktes gut
2906  44ada4a7-410e-4cc9-ae5f-c0f9a7ab27ae	die landwirtschaft ist doch immer die die klagt sie sei die einzige die massnahmen ergreifen müsse	die landwirtschaft sind doch immer diejenigen die klangen die einzigen die massnahmen ergriffen müssen
577  aa89fbcc-e6cb-494b-a925-696167729a25	das neue landeskirchengesetz ist schlank und übersichtlich und es regelt nur das nötigste	das neue landeskirchengesetz ist schlank übersichtlich und regelt nur das nötigste
1285  693a7251-0311-46d0-bf1a-600805619771	der regierungsrat hat dies erkannt und einen bericht über die strategie der digitalen verwaltung erstellt	der regierungsrat hat einen kant und dem bericht über die strategie der digitalen verwaltung erstellt
522  3023d5a9-6caf-42d6-a715-15c2fa2c6f42	es müsste doch selbstverständlich sein dass jeweils die bestqualifizierte person angestellt wird	es müssen doch selbstverständlich sein dass jeweils die best qualifizierte person angestellt wird
412  2349377a-91a8-4575-9925-0647ae376bd1	uns ist wichtig dass menschen aus dem ausland die gelegenheit erhalten in der schweiz eingebürgert zu werden	uns ist wichtig dass menschen aus dem ausland die gelegenheit in der schweiz eingebürgert zu werden
1103  955c583e-aa88-4132-8f2b-3e551fa3be46	wie sinnvoll etwas ist bemisst sich jedoch nicht nur nach dem was die lehrkräfte sagen	sinnvoll bemüsst sich aber nicht nur nachdem die lehrkräfte sagen die lehrkräfte zu sein
3224  fed9a207-6ea3-4f15-bcd2-a54299df8d16	wenn der regierungsrat jetzt zuerst eine kantonseigene nutzung prüfen will ist das absolut okay	wenn der regierungsrat jetzt zuerst eine kantonseigene nutzung prüfen will ist das natürlich absolut okay
2776  fd965a59-5f39-4ede-a2d9-d2f055ee5f89	die kommission stimmt dem antrag grossmehrheitlich zu und beantragt dem rat dieser empfehlung zu folgen	die kommission stimmt dem antrag grossmehrheitlich zu und beantragt dem rat dieser empfehlung zu folgen
250  0a6bc6ae-3ceb-4fc7-86f2-3edd3abcf0d8	wenn schon sprechen wir somit von einem etwas weniger grossen ausbau und nicht von einem abbau in der bildung	wir sprechen von einem kleinmeniger grössen ausbau und nicht von einem abbau in der bildung
1066  669ca8a7-568e-4d38-b46b-039bb7ae481b	die gemeinden können während des verfahrens ihre anliegen einbringen ohne dass sie schon als befangen gelten	die gemeinden können verfahren in der anliegen einbringen ohne dass sie denn schon als befangengelten
302  7c0f48f3-9136-42b8-a57e-00467d41b844	wir finden es zwar durchaus beruhigend dass die verfassung des kantons bern kv nicht angepasst werden soll	wir finden es zwar durchaus beruhigend dass die kv nicht angepasst werden soll
425  aff54123-648e-4b05-87e3-cf7b2898f76a	es waren hunderttausende von arbeitern die dieses mittel nutzten und am streik teilnahmen	es waren 100 000 von arbeitenden die dieses mittel benützt haben und die an diesem streik teilgenommen haben
2887  cdb9e0ec-affb-4c9c-974f-65818f36bf6a	die einheitliche praxis und die schulung der mitarbeitenden ist deshalb von zentraler bedeutung	die einheitliche praxis und schulung der mitarbeitenden ist deshalb von zentraler bedeutung
2386  a6a8586f-5c00-4333-bdcb-612bfc3393ca	die ziffer 2 lehnen wir ab weil sie im widerspruch zum gesetz steht	die motion 2 lehnen wir ab dass es um widerspruch des gesetzes steht
328  4c671cbc-f694-456d-9042-75968a4514c6	auch kreisel sollen nur dann gebaut werden wenn dies wirklich notwendig ist	auch kreiseln sollen nur gebaut werden wenn es wirklich nötig ist
2873  9fcdb4e1-2339-45c8-9d92-99875274588b	die bdp hat zwei mitglieder in der bak und man hätte das dort vorbringen können	die bdp hatte auch zwei mitglieder in der bak man hätte dies damals vorbringen können
448  9a165b80-5e83-4a5b-b4e7-5fe5a1ec6241	regierungspräsident ammann staatsschreiber auer und auch herr moser standen uns rede und antwort	der regierungspräsident hammel und staatsschreiber auch und alle herrn mosersten seine uns rede und antwort
1179  06ef3373-5a7e-4209-81ad-c67d22877a59	hand bieten in dem sinne dass man vielleicht quellen angeben könnte wohin man sich wenden kann	hand bieten in diesem sinn dass man vielleicht auch angeben könnte wo man sich hinwenden kann
2336  0b46c298-4170-4d9a-a2c3-a1257fd8943f	wir haben unter anderem auch ein mandat des hauseigentümerverbands hev burgdorf und trachselwald mit über 4000 mitgliedern	wir haben unter anderem als mandat des hauseigentümerverbands burgdorf strachselwald mit über 4000 mitgliedern
1136  d31c2af9-6bb0-4981-bc8a-a5c3bbcc7411	die motion fordert dass die anlage auf der rütti auf den neusten stand angepasst wird	die emotion fordert dass die anlage auf der leite ebene auf einen ausstand angepasst werden
3124  95979d96-420d-4182-834e-5e0fa23d133b	auch die bevölkerung nahm mit befremden von der abstimmung zum rückkehrzentrum prêles kenntnis	auch die bevölkerung hat mit befremden der abstimmung zum rückkehrzentrum prêles kenntnis
1058  7082e165-757b-4a4a-bd53-352a24170015	die schweiz hat im internationalen vergleich seit jahren eine der tiefsten arbeitslosenquoten	die schweiz hat im internationalen vergleich seit jahren einen der tiefen arbeitslosengebote
892  e1aed666-1e5f-4f7a-84b9-12695999b001	aber die regierung zeigt in ihrer antwort klar auf dass dieser schritt nicht gemacht werden kann	die regierung zeigt in ihrer antwort klar auf dass man diesen schritt nicht machen kann
400  e33a07ab-367d-483c-8743-a583aa623d8c	im büro meines vaters hing ein eingerahmter spruch an der wand schaff‘ und erwirb zahl‘ steuern und stirb	im vater hat sie im büro auch bei einem rahmen in einem rahmen arbeiten und erwerbsalsteuern umstehen
2495  e3a7b443-6999-461c-8973-1b0f70f5cb72	und nun kommen wir nach sechs respektive acht jahren und möchten diesen vertrag ändern	wenn wir nach sechs jahren respektive nach acht jahren kommen wir jetzt und möchte ich den vertrag ändern
1647  33126139-1f2f-48fa-bdd5-f1eca314d688	die berechnungen basieren auf schätzungen unter der berücksichtigung von zahlreichen	die berechnungen basieren auf schätzungen und der berücksichtigung von zahlen reichen
3044  2ba624e5-3f28-455c-b3b4-af177985be37	ziemlich unglücklich und befremdet ist die gsok über die rolle des parlaments in diesem geschäft	die ziemlich unglücklich und befremdet ist die gsok über die rolle des parlaments in diesem geschäft
2043  456c6bc3-b896-41b7-9c81-308bcb07f96d	wir sind froh dass man von diesem ursprünglichen zielbild von 50 gemeinden weggekommen ist	wir sind froh dass man von diesem ursprünglichen zielbild von 50 gemeinden wegkommen kann
2689  406b0836-1720-4403-8e08-032e9bae8b29	es braucht ja immer beide den steuerzahler und den prämienzahler und beide werden immer mehr belastet	es braucht auch immer beide steuerzahler und es braucht den prämienzahler und beide wegen immer mehr belastet
113  3227b7fe-c523-4891-9849-3972c4a331e3	es soll ein system erarbeitet werden welches das wohlbefinden der bewohnerinnen in den unterkünften misst	es ist dann zu erarbeiten dass es wohlbefindet der bewohnerinnen in den unterkünften misst
2342  3c70b174-f9f0-4e29-a8e3-efdd6bf4dcea	dies ermöglicht einen stabileren fahrplan und verbessert die anschlüsse aus dem dreihubelquartier am bahnhof lyss	das ist ein stabilerer fahrplan und verbessert die anschliesse aus den drei hubulquartieren an den bahnhof lyss
1921  73647870-f64e-4bf8-9e44-6086ee448624	von all diesen frauen strebten denn aber die wenigsten eine stelle als gemeindeschreiber an	von all diesen frauen haben aber die wenigsten dann auch einmal eine stelle als gemeindeschreiber angestrebt
513  4982b37a-a16f-4a70-8022-66561ed7ac4f	auch die fdp nimmt den vorstoss als postulat nicht aber als motion an	auch die fdp nimmt das anliegen also wir das als postulat annehmen nicht als motion an
981  18a9da72-21a1-44fc-8e12-9672080824a9	wahrscheinlich haben alle autofahrer unter uns auch schon erfahrungen mit unvorsichtigen velofahrern gemacht	wahrscheinlich haben alle autofahrer und trüsse auch erfahrungen mit unvorsichtigen velofahren gemacht
3217  2c5335c4-3906-47c1-a28b-f6a3118f3a36	sogar die politische führung hat heute keinen näheren einblick mehr in die steuerdaten	also sogar die politische führung hat heute keinen näheren einblick mehr steuertater
2509  3d3c1b3e-528b-48bc-9b4d-50c213facaed	die wichtigkeit der krebsvorsorge insbesondere der brustkrebsvorsorge ist sehr hoch	die wichtigkeit der grebsvorsorge und insbesondere der brustgerechtsvorschläge ist sehr hoch
1570  23552d6d-b4e0-46f8-a070-63264df48a10	ausreichende schutzausrüstung für die kantonspolizei müsste eigentlich für alle etwas selbstverständliches sein	aus der schutzauswirkung der kantonspolizei müsste für alle etwas selbstverständlich sein
1138  db2fd3e1-af09-4708-a9de-49c7a6d8ccf4	die zusammenarbeit zwischen der kommission und der regierung funktioniert so gut und ist wichtig	die zusammenarbeit zwischen den kommissionen und der regierung funktioniert so gut und ist wichtig
2693  ff8387bd-bc00-4eea-af66-f9a88051cf3c	dieser betrifft vor allem die bereiche führung organisation und eigentumsverhältnisse des inselspitals	dieser betrifft vor allem den bereich führung organisation und eigentumsverhältnissen des inselspitals
1089  9b5d28ff-b279-422e-8b9b-f55cae6f3dbe	der fall clavaleyres ist auch in keiner art und weise vergleichbar mit der situation im berner jura	der folge clavaleyres ist auch in keiner art und weise vergleichbar mit der situation im bernjula
2679  4071eabc-a56b-48b2-805d-5d89bca9c4fc	die erweiterten ladenöffnungszeiten von zwei auf vier sonntage lehnen wir ab	die erweiterten ladenöffnungszeiten von zwei auf vier sonntagen lehnen wir ab
2714  41cdd563-83a6-4eaf-b7a4-512f6238e551	dass man aber nicht einmal darüber nachdenken will wie so etwas umgesetzt werden könnte ist himmeltraurig	dass man aber nicht einmal darüber auch weil noch andenken wieso etwas umgesetzt werden könnte nein himmeltrohrung
2591  cd5eaf88-32a4-4bdb-af6a-0da7380a9ed4	später dann im zentrum vermehrte sich der eingriff statistisch auf wundersame art und weise	das schwerte im zentrum hat sich der eingriff statistisch auf wundersame jahre vermehrt
893  40a81607-100d-44ec-a8ea-8005579f0c36	aber die regierung sagt man könne dies aus ressourcengründen nicht umsetzen	aber dass die regierung aus ressourcengründen sagt könnte man dies nicht umsetzen
2020  41e2f96a-2552-467c-b318-dd99a60ab430	der kanton bern konnte sich mit seiner haltung ablehnung des nfa nicht durchsetzen	der kanton bern konnte mit seiner erhaltung ablehnung des innefahrts sich nicht durchsetzen
1134  199548bb-f746-405e-987a-dae6a21cdbc8	statt für den bericht sollten sie für massnahmen eingesetzt werden die den betroffenen direkt zugutekommen	am staat für den bericht sollte eingesetzt werden für massnahmen die der betroffenen direkt zugutekommen
728  2e56c490-2bed-4e4b-86c7-4db0c194eb67	mit der ridesharingapp könnte man die koordination unter den pendlern optimieren	mit dem breitschering könnte man die koordination unter den pendlern optimieren
1026  4ea89ca4-29e3-4594-8dcf-fb88f64d3a04	nur so haben die statthalter und die gemeinden die möglichkeit bei grösseren störungen einfluss zu nehmen	nur so ist die abhalter und gemeinden möglichkeit bei grösseren störungen einfluss zu nehmen
2545  3d6f9198-4f3a-4853-bc34-f5a4140f24d8	es sind also auch massnahmen zu ergreifen welche die maturitätsquoten der männer erhöhen	es sind also auch massnahmen zu ergreifen welche die maturitätsquoten der männer erhöht
1064  0e4c16c0-466f-47a0-9b0a-decfa7a262ef	ich schätze dass nicht mehr als ein fünftel des quellwassers in unserem kanton aus dem wald kommt	wir schätzen dass nicht mehr als sie fünfte und veloasser in unserem kanton aus dem wald kommt
3206  b8d34b32-72f9-4eb8-a862-f2d4df5776f0	im französischsprachigen kantonsteil wird das programm bejune durchgeführt	im französischsprachigen kantonsteil wird das programm ein durch bischen ein durchgeführt
2140  746c8287-de5e-4234-8920-f637d0d83343	wir haben das das selbstverständlich auch begutachtet und sagen auch ja dazu	dort gibt es selbstverständlich auch den gutachten und alles jahr dazu
2056  b37cbcd2-cda1-42a3-959a-03d79885cfd8	dies ist ohne frage nicht ganz einfach für die universität und für den platz bern mit allen chancen die es bietet	es ist nicht ganz einfach für die universität und für den platz bern mit allen chancen die dies hat
1232  3150fe7f-6519-40aa-8d3f-42042bbd83a1	die übungsanlage ist schwierig es eilt der steuerfranken muss auch hier sinnvoller eingesetzt werden	die übungsanlage ist schwierig es präsidiert der steuerfranken muss auch hier sinnvoller eingesetzt werden
70  a46ec454-df39-4c1c-a003-c4fe57a049f9	wenn der bund diese aufgabe wahrnehmen will soll er das aber ganz sicher nicht im kanton bern	wenn der bund diese aufgabe wahrnehmen will soll das aber ganz sicher nicht im kanton bern
1956  071db3bc-ffa5-4eab-915d-2f1bb00960ab	dafür sind die einzelnen fachgesellschaften und kliniken in der verantwortung	dafür sind die einzelnen fachgesellschaften und kliniken in der verantwortung
2526  7a020962-9176-4313-836d-05ee67ad1413	das gesundheitswesen ist wohl eines unserer komplexeren systeme hier in der schweiz	das gesundheitswesen ist wohl eines der komplexeren systeme die wir in der schweiz
