id	target_txt	prediction
855  2e3b4f10-1a42-4bda-a9ee-a7f6bf364893	es wird immer bei denjenigen lehrerinnen und lehrern gespart die für eine schule enorm wichtig sind	ich will ihm eine holzbiblerinnen und beurteile gespart welche für die schule einen normen wichtig sind
1985  842e0ed5-93bc-4061-a25a-5f23959cd1b0	dies alles müsste auch offengelegt werden jedes einzelne inserat das abgedruckt wird	auch müssten der alpentäler so offen gelegt werden wenn schelden in solangen insolationen abgedruckt würden
2668  2d73822e-335c-445e-85fe-a4d3ea2440f1	ich möchte ganz schnell auf die situation von biel seeland und berner jura eingehen	willkommen zum teil sonnige politiker und es reichen die schweizer wolken
3109  f9c360e8-54cd-47c9-815b-91c4f8459b96	in meiner nachbarschaft in nidau werden zurzeit 4 wohnblöcke mit 59 wohnungen erstellt	die bürger im norden schafft die schweiz den zur schule führen wohnbelastung mit einem fünfzig wohnungen spielen
1750  4fd98303-67c5-490f-9d72-6ae0e359c703	die aktuelle situation im kanton bern zeigt dass die gelebte strategie diesem anliegen genügt	der aktuelle situation in den kantonen zeigt dass die gleiche glaubwürdigkeit in der strategie damals anliegen
39  ca3af923-bd98-4730-ad2b-31be7ce5872b	ich beantrage dass man hier klar sagt dass es so nicht geht	ihr beantworter dass ihn hier klar streitet und es geht schon damit nicht
2554  135fd18b-8fa7-4b8c-be30-5f3cf5b00d95	wir wären höchst überrascht wenn der bericht allenfalls etwas anderes aussagen sollte	überrascht du überrufst dass sie nicht die berücke wohl etwas unterschieden haben
1866  6a4e5516-5668-4a30-a39f-608056cc42df	über 3500 personen mussten ein verfahren hinnehmen 147 wurden verurteilt	etwa den dreissig fünfhundert personen erteilte er vor einem jahr und der schriebenen fünfzigtausend menschen
457  c6c7c7e8-544a-40e4-b1c9-f19973923e5c	ein solches mädchenhaus würde die bestehende versorgungslücke optimal schliessen	aufeinander sei ein sahnetöpfchen hals werden die überstehenden versorgungsfliegen optimal schliessen
2310  aa41f87e-8a91-4eec-81e5-db2ae0e8dc0e	bereits in der vernehmlassung hat die sp stärkeres eingreifen des kantons gefordert	während der vernehmlassung gefordert hatte er von den ersten eingriffen des kantons genutzt
2479  57cc2093-12ab-4661-948b-c48df156b0d5	selbstverständlich müssen wir auch versuchen den öv möglichst attraktiv zu machen	weltverständlich ausgeschwiegen wird das rotkäppchen versucht die mittel und nacheinander schmecken
1789  f1f6366a-89cf-4b46-b426-9c3d198d70de	alle leute die in diesen kanton gezogen sind wussten haargenau dass sie in einen reformierten kanton kommen	juli nicht bildet der kanton die schüpfer stärker einen angebot und ein reformierten kanton die kommunikation
441  6ae81a2e-ce7b-43ae-b86e-0cec891d1f7f	deshalb ist es wichtig klarheit betreffend die frage des umgangs mit diesen informationen zu schaffen	des weiteren liegt er sich in der frage auf um ungelassene informationen zu schaffen
2052  c0f97650-e3a3-4159-9915-2d414adb1b0c	für den kanton bern wird das mehreinnahmen von mehreren 10 mio franken steuern bedeuten	für den kanton wird einen sch mehreinnahmen und zwei millionen franken steuern bedeutet
343  d191e960-d1fd-437c-8f47-1966a4f1142e	sie stimmt sowohl der motion wie auch mehrheitlich ihrer abschreibung zu	denn schreibt er mit einer motion zuober weil ihre mutter auf dem boden angeschrieben hat
2590  1dec24a2-8007-476c-86db-dc714bab657b	daraufhin setzte sich die bak intensiv mit der thematik auseinander	booker hatte inzwischen sein pferd gezügelt mit thematik und schraub
1300  7d12ed17-6cb8-43e7-b135-b615fcb7f092	es bräuchte dann wirklich noch einen qualitativen ausbau sonst funktioniert es schlicht nicht	sprucht in der dopinganalyse nach einer quaritativen auspruch wie der schlipsel in brüssel
1642  c10ed45a-d5f2-412c-bda6-50cae47667a3	wenn man bessere konditionen für die schweizerschule kommen kann dann ist das sicher nicht schlecht	wenn die tiere stattgefunden um die schweizer schule erhalten werden können ist das risiko nicht schwer
1823  71ee3053-e767-4021-941c-7487ee12c7c5	die bdp dankt allen beteiligten für die aktive debatte und das mitarbeiten	dank der allen betreuung wurden früh zu dieser aktiven debatte und am mittwoch
1950  ce722635-00c7-4877-9404-1f204f8070b5	patrick freudiger hat die studie der hochschule luzern hslu erwähnt	botschaft freudegger hültet die studie ruhe von der hochschule die die gerne erwarnt hat
2366  bb933227-790e-4431-9280-a8bec5e2676c	wenn jetzt ein bericht in auftrag gegeben wird warten wir wieder alle und machen nichts	wenn nicht schübt du dich den bericht willst du endlich angebracht warten wir bedrohten nichts
1958  6af03667-e9fe-444f-8080-960720bacc35	man weiss haargenau wie die ausländischen zigeuner die plätze hinterlassen	ruhiger scharfen kann wie die ausländischen schülern gehören werden
2358  ce94ec66-1bbd-4d6c-b1b9-9cbcad43ac34	die kirchen sind auch die trägerinnen unseres christlichen kulturellen erbes	etwa schneller wird es laut an der ragenrin von unserer kristlosen in die helleren ehren
2516  ce5ee6ed-208d-4070-9291-93def913eca2	aus diesen gründen empfiehlt die bdpfraktion einstimmig die motion abzulehnen	aus diesem grund und verlieren die böden dieser fraktion einstimmig dem rat die motion abzulehnen
348  26778a4c-292f-4d37-bab3-54287b89916b	ich denke aber wir müssen aufpassen dass wir die ganze geschichte nicht aufweichen	es versuchte das aber in brankwerk oder ist aufpassen die ganze geschichte zu sein
2810  5abff905-1f18-49a7-a69e-6a7dddbb98a4	unsere gemeinde zahlt ein wenig ein in den finanz und lastenausgleich	das schöne wetter haben wir die forschung allerdings die wirtschaft den nordwesten ausgleich
82  2571ce7d-6a5c-4340-abcc-5b0497a3189a	bei der rvk bernmittelland ist die linie des regio express bernfribourg betroffen	durch den grossen kerstkontrollen lief reich die kleinen witterlohnen ist die linie des regierungsspräsidenten sprechen
918  5a6b82da-56ea-4fd1-b654-84970a39ae5c	die gsok ist aber übereinstimmend der meinung dass das vorliegende programm sinn macht	das so k ist aber über einstimmend durch die meinung dass die vorliegenden programme scheint
881  3dd8d79d-79e0-414f-b1da-1329841767e3	oder wollen wir demnächst auch darüber diskutieren ob regierungsräte eine eigene meinung haben dürfen	oder wenn wir dann mit dem nachbarn diskutieren kann dass der regierungsrat keine eigene meinung machen
745  ddc024b0-6595-42a2-b0b7-ad8ac7cb1d1c	aber wir wissen dass andere kantone nicht gleich verfahren so zum beispiel der kanton solothurn	ebenfalls einen doppelpack schnürte der kanton einen anderen kanton dieses angriff nicht hier übernehmen zu können
748  dcd33510-8580-43bf-9cf5-44272fb22f74	es macht sinn wie die regierung gesagt hat dass man eine solche strategie erarbeitet	es macht ziemlich sinn wie der regierung sagte die manso höherstrategie erarbeitet
2039  af510301-e4c2-49d8-aa35-ae36c305ad02	sofern rechtlich möglich berücksichtigen die regierungsstatthalterämter diese anliegen	schon von wenderechtlichen möglichkeiten berücksichtigt dass der güldige statthalter noch erhalten würde
750  9354b0ac-13dd-433d-b7c9-e917145c9991	deshalb stimmt die fdpfraktion dem geschäft als postulat zu	deshalb stimmt die fdpfraktion beim geschäft auf postulation
786  f14bc1c4-9a58-4a9a-b3b2-df89eec94eb8	wir danken für die sehr vielen oft auch konstruktiven rückmeldungen	mit donika führten sie den schelbstbewerb auf die konstruktion der rückmeldungen
353  c30f14d5-c8d4-4ba5-996b-ac5d8812e319	es schützt echt verfolgte flüchtlinge aber nicht wirtschaftsflüchtlinge	schutzbar ist dieser standort verfolgten flüchtlingen aber nicht wirtschaftlich zu bringen
1062  753535d5-94b0-4f52-80d2-ecb20f72ec80	das brustkrebsscreeningprogramm soll mit einem anderen anbieter weitergeführt werden	die brust rösti noch das grüne programm können umworben weiterhin in einem anbieter geführt werden
680  08de6671-08e5-4933-ab0c-c160a9e674ad	in der edufraktion gibt es möglicherweise ein paar enthaltungen zu diesem kredit	in der europäischen fraktion steht das möglicherweise etwas an die haltenden zugelassen
2611  a011496d-4c27-4ff0-b301-a1d1d72bbda3	den bericht würden wir nach annahme der planungserklärungen einstimmig zur kenntnis nehmen	diese benötigen werden mit annahme der planungserklärungen ebenso mit der kenntnis nehmen
1585  f514f690-88ac-4036-88d6-24650add1b47	es kann nicht sein dass man im zweifelsfall sagt ja ich gehe lieber raus	es kann nicht sein ihm dass man sich bei augenkommen weil sie sich erstaunt auf die grenze der laufe
2455  a26c8ebe-bfa3-497c-ade0-617c1adfcd07	inzwischen sind insbesondere die fenster am ende ihres lebenszyklus angelangt	inzwischen schültern sie manchmal sind insbesondere die sterben am ende ihres lobbys angelassen
1043  0d54eeb5-bb99-4fe7-87f1-41c5643bcce0	abschreiben sofern nicht erfüllt ein neuer ansatz des regierungsratsantrags aus unserer sicht	schon von ihnen erfolgte einen leichten flug den dame der nationalsatz eines gymnasiums nach hause sitzt
2870  f3b7cd0a-4a56-4c0e-bef6-53e8f3b5dfa3	ich bin sehr froh darum dass es so aussieht als ob diese motion angenommen würde	ich schiele angewidert hinein und wische es brüsk zur seite
2821  2690cf19-140e-4f0f-ab55-50521f717142	wie sieht es mit der zusammenarbeit der museen auf der sogenannten museumsinsel aus	wie sieht sich dabei beispielsweise mit der coronavirus auf der sogenannten museums schimpfen
1353  fe732a3a-6754-42d1-bacc-be33afef61b9	zu ziffer 1 muss man sagen dass die forderung nicht umsetzbar und auch nicht sinnvoll ist	ziefererin ist man sagen dass die forderung nicht umsetzbar und bald mit silber vögel sei
1001  fa85c3c0-ab41-48f2-b509-493bcec17387	die medien haben wie bereits erwähnt wurde eine wichtige funktion in unserer demokratie	medien höre wie bereits erwähnt eine wichtige funktion und ausserdemokratie
2520  cd4d3831-2d7c-4a1c-86af-3ce566bc91a5	aber wir dürfen doch nicht das asylgesetz aushebeln und ein berner sonderzügli fahren	ich weiss dass ich nicht willst dass ich in deiner vergessenheit einen schillschuh unterbreite
989  8e3a61e3-0f8c-44ef-84de-d52de54b6917	die neutralen energieberatungsstellen kosten den kanton gerade noch 200 000 franken	als bei einer neutralen energieberatung stellen der kopfschmerzen landen zweihunderttausendsechzig frauen
2206  2b69077d-22b6-4e1b-b227-7391f67e5c64	warum haben die ausländischen zigeuner ein problem standplätze zu finden	weshalb haben sie eigentlich durch die schweizer probleme einen stormplatz zu winden
2741  10724a6f-e304-4526-8fd2-da1d1ed952a6	die regierung zeigt sehr gut auf dass sie dieses anliegen aufgegriffen hat und bereit ist zu handeln	du ziehst die doch besser aus wenn du so hastig zu werke gehst und die unterstützung bereits handelst
696  0e8434d5-ff9d-40b3-ad1c-1f629e5e1e47	selbstverständlich sind wir grünliberalen für die überprüfung staatlicher aufgaben	der laubfrosch gehört zu den mehr als einem liberalen leitplan produzieren später auf die angebote
2728  736e5d3f-1c91-4fc3-8c1d-e1af778975f6	damit hätten wir auch gleichzeitig dem bundesauftrag gerecht werden können	oberflächlich wurden gemüse oder meresfrüchtemarkt in bundesauftrag getrachtet
1203  9d5b5a70-0a58-4916-966a-02bb764643f4	das eine noch einmal zu den mindest oder teilpensen rechnen wir doch mal kurz	das interview führte roger steinemann der mündungsperson oder die breakufspiele
1404  7c358591-3dbf-414d-b027-e8ba06309118	meiner ansicht nach gibt es aber keine zwingenden gründe sie abzulehnen im gegenteil	mainer landesteuerberichte über die schweizerinnen und schwinger gründen jazzchau im willigen teil
317  4debb0a2-ea0d-4c1f-af51-a54e62d26b8f	man könnte auch sagen lex a1 jede gemeinde entlang der a1 könnte betroffen sein	so könnte das regen letzte arbeit leise nicht in der gemeinde manchmal was betroffen sein
1784  3b99ef57-9091-48b1-9372-3651368c9c6a	von daher können wir diesem punkt wie die regierung mit gutem gewissen zustimmen	und von diesem jahr können sie sich am punkt befinden sich die regierung mit guten trusten zu schlimmen
1892  127d9ec8-81a0-4e53-98d3-d4379727b8d4	es kann aber nicht sein dass jeder kanton selber ein gesetz ausarbeitet	es geht nicht schwierig um das wasser über den kanton selber ein gesetz ausarbeitet
1447  2505b45e-b23e-44ba-a760-ae74d8e9d9b2	die vorliegende motion will auch dass alle öffentlichen schulareale rauchfrei werden sollen	bei den vorliegenden motionen wird es auch dass sie einem öffentlichen schuljahr anbieten sollen
3027  4d1a655a-c564-47c6-87f1-4c6a69bd843e	ziffer 4 wird durch die regierung angenommen und gleichzeitig zur abschreibung empfohlen	seit vier feuer wird die burgtiere unter anderem um und plötzlich zur abschuldung von ihmen
1432  c2f57ed8-a117-4617-b50a-5145ca06866b	es ist eine wertung des ratspräsidiums welche aus meiner sicht nicht zulässig ist	es ist bereits der wertung die radiosperativen siedlungsminusologen nicht zulässig gerischt
3260  5e7793b2-5a0f-4bd8-a03a-9158b447aedd	die spjusopsafraktion wird dem so zustimmen wie es die regierung tut	du strickst der jusoperation auf jeden fall in bester gelegentlichen
515  9ebfeb16-0e67-4278-a7ad-f2e91fd85212	die kulturstrategie 2018 wurde im rahmen eines breiten partizipativen prozesses erarbeitet	die kulturstrategie zweitausendachtzehn wurde einem bröten parteipolitiker prozent des bereits erarbeitet
1259  06bd5cd4-36b0-4ca7-b51a-116beb03ffce	beim punkt 4 sind wir auch der meinung dass grundsätzlich genügend massnahmen da sind	punktfeuer denn die schweiz scheint nicht der grundsätzlich genügend massnahmen und einen dorfladen
2501  b383d88b-85e0-4825-b334-5624d98e2e50	die regierung empfiehlt ihn anzunehmen und gleichzeitig abzuschreiben	die überbauungen und filmen des vorstosses amtszeugnis belegentlich dann abzurufen
2662  3e6f110b-4c5f-41bd-bc14-a4801b03af88	aber ich glaube man muss hier die richtige flughöhe haben auch was den bericht anbelangt	ich glaube du gehst besser mal für eine hüftige zukunft hoch und du wird obwohl sie sich bestehen müssen
1443  8330970e-8923-4146-9fb7-67cfdcd5135e	es gibt manchen der hat in diesem alter nicht so viel geld zur freien verfügung	erst wenn elektrische themen gibt es am abend nicht schon von wolken zum fleisch von der zug
3271  e557ba6f-a928-483a-aaff-12ff3c12c8de	wie gesagt in einer derartigen grundsatzerklärung werden keine sachpolitischen entscheide vorweggenommen	durch schweizer wintertheorie eine bertiebserklärung wurde auch die körperson verscheucht
3041  bd5e3d28-db70-4cea-9601-7220f482df67	sie basiert auf wissenschaftlichen erkenntnissen ohne moralische oder politische wertungen	sie bosiert auf politischen offenen kenntnissen die nicht honorische und politische erwartungen
2945  d55d2a66-0259-4073-a586-97d33c0c17a6	denn diese motion verlangte ursprünglich einen bericht zu sieben jetzt noch zu vier punkten	denn diese vorschläge verloren haben einen ursprünglichen bericht zu sieben jetzt noch zu vier punkten
870  ed8583b2-1dfb-49ba-b509-47b5d4e2c2d8	die zusammenarbeit zwischen sak und regierungsrat hat sich mittlerweile etabliert	die zusammenarbeit zwischen schwach und regierungswart lehnte sich mit etwas und etabliert
1879  df4e0209-d02f-4a3e-a920-2a1b4e22e312	nein fallzahlen eignen sich eigentlich nur bedingt als qualitätsindikator	die fallzahlen ärgern sich eigentlich nur bedündete qualitätssymbolikatoren
2616  c0ede52e-8fae-4b31-8ca6-8b7215f57f6a	dann gibt es vielleicht auch eine trendumkehr bei den kirchenaustritten	darin wird sie vielleicht auch ein traine bei der nba bei der kirche ausgetreten
1164  9abbc522-3949-43ca-9f65-f3ad8e90666d	in artikel 7 wird der satzteil nicht aber an hohen festtagen gestrichen	im artikel schrieb er wird ein schadstiel und lücken oberhalb von seuarantworten erstrecken
1073  6b4a1928-de25-4f84-a51c-b120208bc614	zusammenfassend kann gesagt werden dass das jahr 2018 wieder ein übergangsjahr ist	kann er nicht geschlossen werden dass die jahre zweitausendachtzehn im sommer der saubergarten ist
608  ad35b36b-4e17-4697-bfb0-683f4a44fd27	wie zu erwarten ist entspricht die erfolgsrechnung ungefähr denjenigen der vorjahre	wie lange es wohl dauern wird ist das schlussendlich der volksrepublik liegt eine fahrradkette erhöht werden
754  3307a710-376f-4134-a464-7e4e7ed63ab5	damit sind selbstverständlich mitarbeitende mit unterschiedlichen expertisen gemeint	handelt es sich dabei um selbstverständlich mit unterschiedlichen organisationen gemünde
2141  bc1e581f-bb4e-4780-982f-b6f39f275c97	in diesem geschiebesammler sollen 75 000 kubikmeter geschiebe zurückgehalten werden	gerade im frühling mit seinem fünfundsechzigtausend kuben quetten geführten der zugehaupten werden
1248  d9872276-2b8b-4e70-9302-1638fd6b882e	wir sind für den faktencheck und stimmen punkt 1 der motion zu und schreiben nicht ab	wir sind dafür einen punkt und stimmen punkt bewusst eine motion zu und schreiben nicht ab
1861  bf713d51-dfee-447a-9842-0a8b28926351	ich weiss nicht genau wie es jetzt steht aber es kann sein dass es sich sogar bis 2023 verzögert	weil es nicht der alpinismus steht sondern es fleisch von der schule durch den zweiten bis zweitausendzwanzig
29  1ff0726a-c3e4-4ea9-b511-0a1fa082abd5	dieser einzelfall hochgerechnet auf ein geschäftsjahr ergibt für den kanton bern eine erhebliche summe	paris ist die hauptstadt von hochdruckgebieten auf einen geschäftsjahr der entscheidenden kanton bern eine elektrische summe
434  8e008735-0b3a-4420-9911-2c8f2b69a95a	der bericht zeigt eindrücklich auf wo wir im kanton bern in sachen raumplanung stehen	dann berichtet sie zwei bündner kauf wonach ein starker raum vorliegen wird
2014  83806b1d-af49-40ed-9639-798a21c0c1c8	der regierungsrat weist in seiner antwort darauf hin dass einiges schon gut laufe	der regierungsrat will aufgrund seiner antwort des regenwissenschafts was benjamin das schon gut los
1239  f53cf016-1e46-426a-a869-a571ebddd5e1	die leute welche die situation am schermenweg gesehen haben kennen die notwendigkeit	bilden und als die situation im schermenweg heruntergestellten können eine notwendigkeit
2341  10d8ba9e-dbf7-46ad-9396-5f160878e514	wir wollen aber auch dass die entwicklung einer leistungsfähigen waldwirtschaft platz hat	wir gehen jedoch auch um die steuerentwicklung zur weltlünstigsten in der wolfwirtschaft blattshilfe
2013  f3468941-99ca-4c90-94fd-e8c890123ec7	wir werden aber auch alle minderheitsanträge der version 3 ablehnen	wir werden aber auch im minderheitsalter aus einer vergineten personen ablehnen
1191  3d31448b-de4a-4750-a9f1-a337940e4b94	dieser betrag ist eine vertretbare reserve im umfang einer jahresspeisung	in der monatlichen betragsperime handelt es sich dabei um einen resultat von ihrer jahrespeise
840  20a39742-da51-4209-8548-7030005753d7	es kann abgeklärt und verfolgt werden wo der kanton noch weiter auf erneuerbaren strom umstellen kann	wo der kanton der genau dies weiter auf einem neuen grossen strom papst wäre
845  9552c188-69d8-4134-b080-77f79c008817	wir sind uns bewusst dass die verordnung über den wildtierschutz wtschv angepasst werden muss	denn schon ist es bewusst dass du noch von der steuersarmee tragen wollen
2357  39b0b043-161f-4143-b88e-c8e8a4f68198	dies sind erstens der aktionärbindungsvertrag und zweitens die grundeigentümervereinbarung	das ist schwierig für einen strahlbildungsvertrag und zweitausendstunden eigentümer vereinbarung
389  194abc19-7b54-4d1c-b90b-e021462c6a02	die spjusopsafraktion ist klar der meinung dass hier weiterhin interveniert werden muss	die alpinismus ist für ganz klar der meinung der schüler weiterhin kaum weiterhin interveniert worden
2059  b4e078bd-3ae3-49b3-9b9f-31e28f259e1c	eine direkte unterstützung kann zu unerwünschten verbandelungen und abhängigkeiten führen	die pilotkrise der unterstützung kann zu unregelmässigen verbonungen und abhängigkeit erführen
723  3c61b801-93aa-4cdb-a91a-ecf39ccb8029	es hat keinen sinn alle kulturellen projekte die gefördert wurden aufzuzählen	jack kritisierte über dem die halbfinal die kartoffeln in hochrecken stabilisierten
3004  0bc2a587-5f66-4e29-ad7c-28ab377d8abe	das ist gut und recht die motion fordert jedoch nicht eine aufstockung in diesen bereichen	sie ist gut brauchst die unterrechte schlossen die jedoch nicht überreissen was man die damals bereit
1615  f7323bae-06da-41b1-8d05-440e68f51f5c	deshalb stimmt die evpfraktion dem clavaleyresgesetz einstimmig zu	anschliessend stimmt die evpfraktion und dem clouddia schwetzt ihre stimmung zu
50  eef15eb4-6059-4862-b613-b3e99d3bbeeb	grundsätzlich sollen die erziehung und das weitergeben von werten immer noch zu hause stattfinden	grundsatz obst solche von der zeugnissen die untergrund warten da sind doch immer noch hörer stattfinden
1606  ac5e5a53-75b9-4c74-8551-64c055d2bb5c	den zentrumsbonus begrüssen wir hingegen sehr und auf keinen fall soll darauf verzichtet werden	der gentherausbau werde ein grosser mund in gegenseiter sern und auf keinem fehler verzichtet
630  e5dfa971-e8c7-46b5-89dc-c16d943b7aa4	sind die standplatzmieten und gemeindeauflagen noch durchsetzbar	sie stehen heute näher zum rathaus und dienen der offiziellen beflagge nicht durch schutz vor
3020  1ce3b13e-1d5c-40fa-8141-584229993691	wir können dies auch ohne kantonale unterstützung und werden dies weiter machen	denn bei der einrichtung können sie unter anderem kantonale unterstützung kommen und werden so tun
509  382833c2-5b8a-4571-b6f2-9a5f56d02dca	dass man aber daraus schliessen kann dass jeder schweizer server der beste ist damit wäre ich sehr vorsichtig	dass man den eindruck abschliessen kann dass jeder der schweizer sorge den besten ist die noch weiter vorsichtig sei
2576  d1e8e4e8-02bf-4dbf-98ad-c9e32f5060eb	ziffer 1 wird von der regierung abgelehnt weil diese nicht mit der bundesgesetzgebung vereinbar wäre	der punkt einst lehnt die regierung ab wollen nicht der bundesgesetzgebung vereinbaren
3118  f6202051-3d85-4927-a02d-adf674ca4dce	es gibt neben den strategischen auch noch andere argumente die den entscheid der bkw stützen	es bleibt heute nur strategischen strategischen ebenen auch noch andere unterkunften welche die entscheidung betrachten soll
1622  625c3024-4493-4200-925f-046d85826c35	zudem entspricht der stall nicht mehr den heutigen anforderungen der eidgenössischen tierschutzverordnung	das wort entspricht der staubhalter der heute über den bergen von elektrischen biernschutzverordnungen
1075  8d22e0b7-2460-486b-a569-17843811c449	ich frage mich ob man denn da eine ungleichbehandlung von privaten unternehmungen will	guten abend willkommen beim meteonischen meldungen von privaten menschen
2599  e9ded58f-5446-4bed-8da4-377ca0fce674	wer mit steuersachen zu tun hat weiss wie stark steuerdaten heute geschützt sind	wer mit steuerschaften befindet die laufenden sturm stark steuert und geschützt sein
1450  6b86b5ec-ff8f-4f4d-ac6b-6a7382a798c6	die begründung ist dass die sozialhilfe im kanton bern im vergleich zu anderen kantonen zu hoch ist	die begründung ist dass die sozialhilfe im kanton bern im vergleich zu anderen kantonen zu hoch ist
823  5b08dd66-2891-4674-a68e-07d017f81c32	nun ist es eine forderung an den neuen gefdirektor dies anzugehen	jetzt ist die hauptforderung des neuen grössten direktorschutzdirektors gleichzugelassen
1977  5b71590f-21ec-4655-ba96-d0e4a91273d7	ich danke dem regierungsrat und ihnen allen für die unterstützung der motion und bitte sie diese nicht abzuschreiben	wie lonkel regierungsschaut will konnte es die unterstützung der motion aber bitte nicht abschreiben
1  41b68437-a5b4-41f7-b7a4-2f70d3148eee	dies hätte zur folge dass 100 wohn und geschäftsliegenschaften weiterhin im gefahrenbereich liegen würden	es betrachte der zweitgrösste wochen schleicht niederschlag profitierte er im vordergrund
1038  2aeeab4d-fdab-47ce-8651-a1e42a56b997	auch im nationalen parlament sind sie sich ja nicht ganz einig was bei der raumplanung richtig ist	auch im nationalen parlament zwischen estrich und kunden welches eine raumplanung richtig ist
2688  be307e73-8a75-426d-b91c-ec59092c45ed	es ist bezeichnend für die linken frauen die den vorstoss eingereicht haben	dort gibt es bezüglich ausnahmen zwischen frauen und männern auf der debatte
2907  330da5f1-5167-4c0a-8ca8-0aa24b03b2dc	die bdpfraktion dankt ihnen liebe kolleginnen und kollegen für die annahme von punkt 2	ich will nicht dass du dich noch weiter mit deiner mutter zankst
2462  f30095ef-2a54-4576-97e7-d7883fa86721	jeder chirurg der beim eingriff anwesend war konnte die operation für sich verbuchen	jeder kirum der beim eingriff gewesen war konnte eine poperation für sich verbuchen
1186  ae2c4253-934c-453b-bb70-bf53be89ffc9	ich möchte aber die gelegenheit nutzen der polizei für den einsatz zu danken den sie immer wieder erbringt	so strickst du dem baby kein neues mützchen wieder ausschlaggebend weiterhin einzugreifen
809  1577904b-b450-41c1-8004-1d2df9c901a3	vielmehr sollten sich die verschiedenen anbieter vernetzen und zusammenarbeiten	vielmehr sollen die verschiedenen anbieter werden nicht belegen und die zusammenarbeiten
1965  f7fee599-adf3-4aaa-8c34-241d113c2d4a	das ist übrigens ein ganz wichtiges qualitätsmerkmal eines screeningprogramms	da sie überwiegend ganze weiche deutschstämmer aus dem bauch des wolfes eines geringen programms
365  a6b21c6f-a468-4740-ae34-7d0a8dd86ef8	in diesem sinn unsere fraktion wird wahrscheinlich so sein wie immer sehr farbig werden	in diesem schilm sind die schweizer fraktion wird jedoch weiterhin stark vorbei gewesen
1517  234f52d8-c56c-4088-8135-0e807886d4c9	das entspricht dem gebot des gewinnstrebens und auch dem entscheid der elcom	dabei geht es um erfahrungen um den gebot von der gebüren und fliesenlegern sowie der bauernlobby
827  16dec7d5-d423-4993-9e43-a978b93c9142	wichtig wird sein dass die wachstumsziele betreffend studentenzahlen erreicht werden können	wichtig wird schein dass die woche über die studien betreffen um die studenten erreicht werden können
414  03bc6ca1-4d13-407d-a5a7-1c1b98cc927f	das hat dazu geführt dass das inforama aufgefordert wurde gewisse abstriche in kauf zu nehmen	so strickst du dem baby kein neues mützchen wieder aufgefordert werden wie ihre goldeste kauf zu stehen
1902  b6e756c7-0dee-4523-a562-c5f58f43e05d	50’000 franken die bewilligung entzogen oder nicht mehr verlängert werden	joe gelingt es gehe ausschliesslich um die uhr am mittwoch eine bewilligung eines jobs und schritts warten
2022  1805eb3b-c47d-4b20-80b8-58c5ecdfdd2a	grundsätzlich ist natürlich auch die fdpfraktion mit dem ansinnen des jetzigen postulanten einverstanden	rundschätzlich schreibt die fdpfraktion mit der monaschine sowie der zigaretten überstehen
986  f785cf34-954d-4909-ac6f-a59f3eb72480	so können frühere feuchtstandorte ohne grossen aufwand wiederbelebt werden	eine flucht über die führung des standortes ohne grossen aufwands wurde jetzt gut überlebt
2298  6848d840-0ea2-45a8-ac3d-44cb62bf3837	man kann dem bürger nicht immer alles wegnehmen man muss den bürger leben lassen	nach einem bürgerlichen himmeler auch schwutz wurden wir muss der burger geben
990  31116c87-2296-45f2-b9b2-cf47c771bbe4	es braucht auf beiden seiten entsprechende leute die eine gewisse vernunft haben	es bräuchte auf beiden seiten kleinen entsprechende leute die sie vor laut führen
2613  f66eb065-2be6-45aa-b740-45f9763018d4	die bevölkerung soll zeit und ortsunabhängig verwaltungsabläufe realisieren können	das volk hat die könige selbst aber auch ort unabhängig verwaltungsarbeit mit der realisierung können
1508  c25c1af5-143d-4861-8d7d-a7b656b9c568	ein solcher antrag müsste von den entsprechenden verwaltungsräten gestellt werden	sauerlicher antrag musste aufgrund der entsprechenden verwaltungsrate eingestellt werden
1406  9f4846a7-ef91-4872-91be-45c7a63b785d	komplexere fälle sollen richtigerweise in der zentrumsklinik im inselspital behandelt werden	kopplett schritten folgen zu einem richtigen weissen am dienstag und die kleinik in der innensten werden
1831  bc2ce4ff-59f4-4f59-a906-206b49f1ac31	sie entsprechen wärmetechnisch und von der isolation her nicht mehr den heutigen anforderungen	sie entsprach den wärmerten technischen und vor isolationen haben nicht mehr den heutigen anforderungen
3246  24afa781-519a-470e-b62b-1c56b4fad96b	seitens der spjusopsafraktion stimmt eine grosse mehrheit dieser motion zu	denn die spjusopsaftion ist dieser branntwein den körper grosse mehrheit in der motion schule
549  d6b64451-84f6-46d8-9a79-6969331bc109	in bezug auf die bepflanzung von unseren gärten setzen wir wieder einmal mehr auf den gesunden menschenverstand	in bezug auf den pflanzen kommen zu unseren görpern sollen immer wieder mehr auf der triebstoffe der standt
2053  c15f552a-15b3-4eb8-840b-93cf2e4e7cac	dass aber weitere schliessungen geplant und umgesetzt werden sollen das gibt mir zu denken	dass aber weiterhin schliesslich erfolgt und umgesetzt werden sollten wie ein mutter zu denken
2451  a915797e-cadc-4919-a012-89a75ff67584	mittels einer checkliste soll einer zunahme der regulierungen entgegengewirkt werden	mittels werden sie zum teil schon einige jahre lang im durchzug der beguirungen eingeschleppt
