BLEU,WER,diff_ref_hyp,nr_1,diff_hyp_ref,nr_2,reference,hypothese,id
0.667,0.11,grösstmögliche das,2,grossmögliche die,2,in der edufraktion wollen wir eine grösstmögliche wiederverwertung des baumaterials das aus dem abbruch und den rückbauarbeiten anfällt,in der edufraktion wollen wir eine grossmögliche wiederverwertung des baumaterials die aus dem abbruch und den rückbauarbeiten anfällt,13  ae49c4be-003e-44f6-8df0-8e5f15e3b1a1
0.667,0.18,eis verzögert weiter,3,deis weiterverzögert,2,es ist sehr wichtig dass das projekt emmental jetzt nicht auf eis gelegt und weiter verzögert wird,es ist sehr wichtig dass das projekt emmental jetzt nicht auf deis gelegt und weiterverzögert wird,1380  a8f27ecd-4a7e-4477-b64d-8adb7a2d4cd9
0.667,0.21,dass,1,sie und,2,ratsmitglieder von betroffenen gemeinden wissen dass es in der praxis fast unmöglich ist fahrende zur weiterfahrt zu bewegen wenn das zusammenleben nicht mehr funktioniert,ratsmitglieder von betroffenen gemeinden und sie wissen es ist in der praxis fast unmöglich fahrende zur weiterfahrt zu bewegen wenn das zusammenleben nicht mehr funktioniert,1362  b9f0c52f-9d6d-40db-bcd1-734be1788295
0.665,0.23,etwas haben,2,wenig hatten ein,3,diese forderung geht in die richtige richtung und ist auch etwas an die finanzmotion der evp angelehnt die wir 2015 eingereicht haben,diese forderung geht in die richtige richtung und ist auch ein wenig angelehnt an die finanzmotion der evp die wir 2015 eingereicht hatten,2120  8bb9501b-b1ae-4e0b-baa8-21f1f33ccb97
0.665,0.22,von grossrat,2,uns er hat,3,die edufraktion stimmt dem rückweisungsantrag mit auflagen bdp etter wie von grossrat etter begründet in allen punkten zu,die edufraktion stimmt dem rückweisungsantrag mit auflagen bdp etter wie er uns begründet hat in allen punkten zu,1652  7f47388d-609e-4b0c-8503-5ba39f09dc15
0.665,0.18,verfügung diesen,2,führung,1,was nützt eine gute grundausbildung wenn man diesen jungen berufsleuten nicht die richtige ausrüstung zur verfügung stellt,was nützt eine gute grundausbildung wenn man wenn man jungen berufsleuten nicht die richtige ausrüstung zur führung stellt,1811  ed3ae2c2-e17c-4d12-876a-f4f7369e935c
0.665,0.18,dass ökologischer,2,ökologischen was,2,dass im siedlungsgebiet künftig 10 prozent der aussenfläche als ökologischer ausgleich gestaltet werden soll finden wir angebracht,was im siedlungsgebiet künftig 10 prozent der aussenfläche als ökologischen ausgleich gestaltet werden soll finden wir als angebracht,387  4eb829a2-580c-46b9-b135-216b82d2df7d
0.665,0.18,wovon baumängel,2,baumenger welche von,3,diese wird geschätzte 100 mio franken verschlingen wovon 35 mio franken auf die sanierung der baumängel entfallen,diese wird geschätzte 100 mio franken verschlingen welche von 35 mio franken auf die sanierung der baumenger entfallen,1279  890e03e6-dc58-4336-b284-962119f97300
0.665,0.13,kmh höchstgeschwindigkeit,2,höchstschwindigkeit,1,innerorts generell 50 kmh als höchstgeschwindigkeit kann in der stadt oder agglomeration eine lösung sein,innerorts generell 50 als höchstschwindigkeit kann in der stadt oder agglomeration eine lösung sein,1981  b40b607c-0a57-47fc-b7d6-954a94daea09
0.665,0.13,aber ein,2,einem,1,wir unterstützen die haltung des regierungsrats und befürworten ein postulat lehnen die motion aber ab,wir unterstützen die haltung des regierungsrats und befürworten einem postulat lehnen die motion ab,2432  6a09e773-d2fc-43c0-9f5d-f481561fcb5a
0.664,0.17,,0,,0,verschiedene stellungnahmen und anträge wurden in der neuen version der vorlage berücksichtigt,verschiedene stellungnahmen und anträge in der neuen version der vorlage wurden berücksichtigt,3111  7b9bee11-21d6-460a-abf1-1d8ac5659866
0.663,0.17,anderen dies familie,3,andere mitfamilien,2,das heisst auch mit diesem mindestpensum bleibt dies eine sehr sehr attraktive möglichkeit der teilzeit gerade für arbeitnehmende mit familie oder anderen verpflichtungen,das heisst auch mit diesem mindestpensum bleibt das eine sehr sehr attraktive möglichkeit der teilzeit gerade für arbeitnehmende mitfamilien oder andere verpflichtungen,704  5c6e6322-cf76-413b-ac95-4821bf39a759
0.663,0.21,beim damit fach dasselbe dies gestalten,6,dass das fachgestalten im,4,dasselbe kann man auch beim fach gestalten sagen wer kinder an geräten und maschinen hantieren lässt muss wissen wie er oder sie dies pädagogisch angeht damit die gefahren auf ein minimum reduziert werden,das kann man auch im fachgestalten sagen wer kinder an geräten und maschinen hantieren lässt muss wissen wie er oder sie pädagogisch angeht und dass die gefahren auf ein minimum reduziert werden,2179  e255db02-a430-444b-b3ad-c06dcd90bbbc
0.661,0.2,konkret nicht,2,keine konkrete,2,der regierungsrat nimmt dazu in seiner antwort nicht konkret stellung,der regierungsrat nimmt dazu in seiner antwort keine konkrete stellung,2124  7138f4d0-e381-431a-9816-69f29b17bceb
0.661,0.11,dem,1,das,1,es ist ein thema der fahrenden dem ist so,es ist ein thema der fahrenden das ist so,2939  b9903014-f56a-4b00-ad8c-9410041e08f8
0.661,0.22,etwas,1,bisschen ein,2,in der realität ist die ganze angelegenheit etwas komplizierter,in der realität ist die ganze angelegenheit ein bisschen komplizierter,2126  ba85d008-4c2b-483a-8b7d-6aba5595b485
0.661,0.11,diese,1,bei,1,so können sich die meisten hausbesitzer diese nachrüstung leisten,so können sich die meisten hausbesitzer bei nachrüstung leisten,2549  b2068e53-1083-4562-9a94-ac7f4bb13a0e
0.661,0.12,,0,nämlich,1,es geht auch um die schülerinnen und schüler,es geht nämlich auch um die schülerinnen und schüler,1308  5d21a946-b91d-409f-ad53-b707018d7bb5
0.661,0.12,,0,also,1,sie dürfen nicht für kultische zwecke verwendet werden,sie dürfen also nicht für kultische zwecke verwendet werden,1217  01b8e894-288f-4037-bb08-43d0d7a74deb
0.661,0.2,nun träumen,2,treuen nur,2,davon träumen nun ganz viele bereiche auch im kanton bern,davon treuen nur ganz viele bereiche auch im kanton bern,1775  21669e91-d9f9-4c1d-a280-cc2c8cac4bbe
0.661,0.2,sehe ich,2,wir sehen,2,aber ich sehe es nicht ganz so wie kollege klopfenstein,aber wir sehen es nicht ganz so wie kollege klopfenstein,2162  7b55d6f9-3b7c-43bd-8b08-7114f25dbfcf
0.661,0.11,sinne,1,sinn,1,in diesem sinne lehnen wir den rückweisungsantrag köpfli ab,in diesem sinn lehnen wir den rückweisungsantrag köpfli ab,242  5ec91d92-7cb0-49d9-89e7-127587e9f62b
0.661,0.11,grundlage,1,grundlagen,1,das nun vorliegende gesetz regelt die grundlage dieses kantonswechsels,das nun vorliegende gesetz regelt die grundlagen dieses kantonswechsels,2347  2708e833-6247-4190-b349-b91789f3cd0c
0.661,0.2,sie den,2,der deshalb,2,sie wird den vorstoss als postulat mehrheitlich annehmen und abschreiben,deshalb wird der vorstoss als postulat mehrheitlich annehmen und abschreiben,2832  7843718c-04f7-48e0-b913-f9b0ae77a3e3
0.661,0.13,keinen besten,2,beisten keine,2,aufgrund einer gesamtbeurteilung kann die svp beim besten willen keinen mehrwert in dieser motion erkennen,aufgrund einer gesamtbeurteilung kann die svp beim beisten willen keine mehrwert in dieser motion erkennen,2226  370d8220-cd50-4971-9f1a-cadb45b80e2c
0.661,0.12,,0,noch,1,wir haben zu einzelnen objekten einzelne abstimmungen durchgeführt,wir haben noch zu einzelnen objekten einzelne abstimmungen durchgeführt,296  27d0a471-c5c0-4473-8129-648cf04386cc
0.661,0.19,als auch weiter geht,4,an natürlich weitergeht,3,in der zwischenzeit wir haben es bereits gehört hat der ständerat auch etwas verabschiedet das weiter geht als die forderung die hier auf dem tisch liegt,in der zwischenzeit wir haben es bereits gehört hat der ständerat natürlich etwas verabschiedet das weitergeht an der forderung die hier auf dem tisch liegt,424  70c4c563-b6d4-44a7-bbbb-60d210593652
0.661,0.12,,0,uns,1,das ist auch der job innerhalb der fraktion,das ist uns auch der job innerhalb der fraktion,1795  cbe43751-740f-464a-8056-c68f0c6da64c
0.66,0.24,angebot übersee eine das,4,die übersehen von möglichkeit,4,das angebot des evotings ist sicher zukunftsorientiert und in der aktuellen ausführung gerade für auslandschweizer in übersee eine sehr praktische variante,die möglichkeit des evotings ist sicher zukunftsorientiert und in der aktuellen ausführung gerade für auslandschweizer von übersehen sehr praktische variante,143  aa089da3-407d-481f-bc2e-c6f000b2a9b9
0.66,0.23,zu ausbilden attraktivität lassen spitzenmedizin,5,spitze attriktivität aus medizin den,5,mit dem universitätsspital steigt selbstverständlich die attraktivität und das interesse bei jungen ärzten sich zumindest während einer gewissen zeit im umfeld der spitzenmedizin ausbilden zu lassen,mit dem universitätsspital steigt selbstverständlich die attriktivität und das interesse bei den jungen ärzten sich zumindest während einer gewissen zeit im umfeld der spitze medizin aus,3318  6c1bdef0-c975-44d0-8075-636298dd87b8
0.659,0.14,der erwähnte,2,erwähnten,1,mit ambulant vor stationär wird für den kanton hauptsächlich der eingangs erwähnte kostenteiler wegfallen,mit ambulant vor stationär wird für den kanton hauptsächlich den eingangs erwähnten kostenteiler wegfallen,1893  01ae8755-7be2-4de3-b89d-c1b922d41a4b
0.659,0.22,ziegen folge schafrisse hat,4,ziehen schafriste haben volle,4,hinzu kommt dass ein hoher luchsbestand in diesen gebieten automatisch auch mehr ziegen und schafrisse zur folge hat,hinzu kommt dass ein hoher luchsbestand in diesen gebieten automatisch auch mehr ziehen und schafriste zur volle haben,388  9e8a7bfd-8c49-4d4a-90d0-105a7980c57b
0.658,0.11,,0,die,1,das ist für uns diskussionslos das muss umgesetzt werden,das ist für uns die diskussionslos das muss umgesetzt werden,2087  f460de63-d23e-4074-a5d0-cc7bb7f43f89
0.658,0.1,den,1,dem,1,auch künftige lösungen müssen den frauen eine kostengünstige vorsorgeabklärung bieten,auch künftige lösungen müssen dem frauen eine kostengünstige vorsorgeabklärung bieten,3263  e593bff6-e3f2-4f38-862a-86e89b858871
0.658,0.1,an,1,damen,1,der platz in wileroltigen liegt an und für sich günstig,der platz in wileroltigen liegt damen und für sich günstig,268  e7752ac3-adb0-4d0a-88f5-681998ad1267
0.658,0.1,der,1,für,1,die genauen kostenbeteiligungen der kantone sind im konkordatsvertrag genau geregelt,die genauen kostenbeteiligungen für kantone sind im konkordatsvertrag genau geregelt,1047  d003d7c3-3d84-45f0-92b0-85869544b022
0.658,0.1,einer,1,der,1,diese fahrzeugkategorie soll nicht mehr mit einer verkehrssteuer belastet werden,diese fahrzeugkategorie soll nicht mehr mit der verkehrssteuer belastet werden,350  beb914ab-e560-461e-b40a-eb9ecbad8da1
0.658,0.25,smsb inselvertrags das,3,sms beim dies dem inselvertrag,5,das projekt stärkung des medizinalstandorts bern smsb führte zu änderungen in der organisation des inselspitals und damit auch des inselvertrags,beim projekt stärkung des medizinalstandorts bern sms dies führte zu änderungen in der organisation des inselspitals und damit auch dem inselvertrag,1704  9f7668e5-563d-406f-9582-949ee80c0080
0.658,0.1,wie,1,weit,1,den punkt 3 lehnt die svp wie die regierung ab,den punkt 3 lehnt die svp weit die regierung ab,1515  e9eb9a43-3f2e-403d-bfb7-26456b4593e7
0.658,0.1,dieses,1,das,1,der regierungsrat hat für dieses postulat eine vertiefte abklärung gemacht,der regierungsrat hat für das postulat eine vertiefte abklärung gemacht,3267  f0f92465-c7e8-4366-93e1-2ed22ed9ff07
0.658,0.1,ist,1,wird,1,für viele einheimische und wohnungsbesitzer ist dies nicht mehr tragbar,für viele einheimische und wohnungsbesitzer wird dies nicht mehr tragbar,1631  4c658ec1-0e1d-4e17-a67b-c2fcdcd58011
0.658,0.11,,0,es,1,aus diesem grund ist ein zusätzlicher massnahmenplan nicht nötig,aus diesem grund ist es ein zusätzlicher massnahmenplan nicht nötig,2625  4bb281f8-3cac-42a0-9b1c-9a72c94101ac
0.658,0.1,bleibt,1,plätzt,1,die suche nach einem verwaltungsratspräsidenten bleibt sicher eine gewisse herausforderung,die suche nach einem verwaltungsratspräsidenten plätzt sicher eine gewisse herausforderung,944  29dbc167-dfa8-4954-8cd9-892e94262d4e
0.658,0.1,verbandelungen,1,verbandlungen,1,eine direkte unterstützung kann zu unerwünschten verbandelungen und abhängigkeiten führen,eine direkte unterstützung kann zu unerwünschten verbandlungen und abhängigkeiten führen,2059  b4e078bd-3ae3-49b3-9b9f-31e28f259e1c
0.658,0.1,absätzen,1,absatz,1,auch hier widerspricht dies eigentlich den absätzen 1 und 2,auch hier widerspricht dies eigentlich den absatz 1 und 2,367  42972519-e880-4875-8817-61488baa2183
0.658,0.1,ein,1,das,1,gestern hatten wir ein beispiel wie man es eben macht,gestern hatten wir das beispiel wie man es eben macht,1602  856cfab8-9bc5-4f80-914b-fa7c7d2ad25c
0.658,0.24,bejune dem kapazitätsgründen dieses obwohl,5,wohl bisher das kapatitätsgründen,4,obwohl dieses programm zu den besten in der schweiz gehört kann der deutschsprachige kantonsteil aus kapazitätsgründen dem bejune nicht angeschlossen werden,wohl das programm zu den besten in der schweiz gehört kann der deutschsprachige kantonsteil aus kapatitätsgründen der bisher nicht angeschlossen werden,2734  fb152b7d-445d-4a1f-85d2-3f617ebdfdf6
0.657,0.16,gebaut wild nahen weiter,4,nähe weitergebaut weil,3,kolleginnen und kollegen sie alle haben sicher festgestellt dass in den letzten jahren und mindestens noch in der nahen zukunft weiter gebaut wird wie wild vor allem von institutionellen investoren mehrheitlich pensionskassen,kolleginnen und kollegen sie alle haben sicher festgestellt dass in den letzten jahren mindestens noch in der nähe zukunft weitergebaut wird wie weil vor allem von institutionellen investoren mehrheitlich pensionskassen,160  c858023a-4f6a-46cc-9d56-cba9721939df
0.655,0.14,bei,1,,0,für uns ist es auch wichtig dass diese angebote gemeinsam mit den externen partnern laufend evaluiert und bei bedarf angepasst werden,für uns ist es auch wichtig dass diese angebote laufend gemeinsam mit den externen partnern evaluiert und den bedarf angepasst werden,2588  73f64d91-b28f-4348-ad8d-8d3a346ab094
0.655,0.21,qualität strassenumgestaltungsmassnahmen,2,gesetze umgestaltungsmassnahmen,2,die qualität unserer strassen nimmt nicht ab wenn wir weniger in die strassenumgestaltungsmassnahmen investieren,die gesetze unserer strassen nimmt nicht ab wenn wir weniger in die strassen umgestaltungsmassnahmen investieren,2117  df059823-997d-4af6-97e4-1382bcb65180
0.655,0.3,oder pensen klassengrössen,3,in klassengrösse,2,es ist unter den fachleuten anerkannt dass es gegen den lehrermangel zwei hauptmassnahmen gibt die klassengrössen oder die pensen erhöhen,es ist unter den fachleuten anerkannt dass es gegen den lehrermangel zwei hauptmassnahmen in die klassengrösse erhöhen gibt,1453  0a488ad2-09b5-44f9-b1be-6f7a9bd1554c
0.655,0.16,gesamtkirche schon,2,so gesamtkirchen,2,es ist schon speziell dass zwar die organisationsfreiheit der gesamtkirche gewährleistet wird aber gleichzeitig bezüglich der organisation der kirchgemeinden nach wie vor strenge vorschriften bestehen,es ist so speziell dass zwar die organisationsfreiheit der gesamtkirchen gewährleistet wird gleichzeitig aber bezüglich der organisation der kirchgemeinden nach wie vor strenge vorschriften bestehen,444  26e59c87-b473-4396-adfc-28ad8ea4a31a
0.654,0.15,eben auch ein,3,,0,aber es muss eben auch klar gesagt werden dass ein fest das einmal im jahr stattfindet wirklich eine ausnahme darstellt,aber es muss klar gesagt werden dass es fest das einmal im jahr stattfindet wirklich eine ausnahme darstellt,2200  2e7408b9-3364-4c28-97aa-e58ce7648251
0.654,0.12,zu muss,2,,0,in diesem bereich müssen schnittstellen zum bund aber auch zu anderen kantonen klar definiert werden und dabei muss eben auch der personalbedarf ausgewiesen werden,in diesem bereich müssen schnittstellen zum bund aber auch anderen kantonen klar definiert und dabei eben auch der personalbedarf ausgewiesen werden,3228  e4f00602-136e-4881-8a0a-2f4a4a1491ba
0.653,0.15,,0,,0,die edufraktion will auch dass die unfälle der velofahrer und velofahrerinnen verhindert werden,die edufraktion will auch dass die unfälle der velofahrerinnen und velofahrer verhindert werden,2922  b83d36a1-0e4a-4d63-b864-cb9109fd53a8
0.653,0.13,sie das,2,dieses es,2,wir lehnen sie ab nicht weil wir ein problem nicht sehen sondern eben gerade deshalb weil wir wollen dass das problem angegangen wird,wir lehnen es ab nicht weil wir ein problem nicht sehen sondern eben gerade deshalb sondern weil wir wollen dass dieses problem angegangen wird,2023  9160ca59-fc82-4366-bc77-7f56bf084f58
0.653,0.26,heutigem,1,in diesem ausmass heutigen,4,meine fraktion geht aber auch mit dem regierungsrat einig dass eine motion nach heutigem wissensstand nicht mehr nötig ist,meine fraktion geht aber auch mit dem regierungsrat einig dass eine motion nach dem heutigen wissensstand in diesem ausmass nicht mehr nötig ist,2335  f3f02f8a-5f70-42f5-a27b-02e443c8224d
0.652,0.2,für den aber,3,wie,1,aber aufgrund der bereits bestehenden möglichkeiten ist ein neues gesetz für den regierungsrat nicht notwendig,aufgrund der bereits bestehenden möglichkeiten ist ein neues gesetz wie der regierungsrat nicht notwendig,1184  c0f36828-8c2b-4a43-9c8f-f20e1d565012
0.652,0.2,sich stallneubau an,3,stahlmöglichen selber,2,die geschätzten erstellungskosten für den stallneubau an sich liegen innerhalb der standardinvestitionskosten des kantons bern,die geschätzten erstellungskosten für den stahlmöglichen selber liegen innerhalb der standardinvestitionskosten des kantons bern,3200  3120b357-6072-42da-815b-0fe9c1ba8b92
0.652,0.17,gewisser drgkatalogs cmi,3,gewissen von themen diachikatalogs,4,die unternehmensführung der insel verweist auf die gründe des rückgangs des cmi durch die jährlichen anpassungen des drgkatalogs mit den möglichen tarifabwertungen gewisser behandlungen,die unternehmensführung der insel verweist auf die gründe des rückgangs des themen durch die jährlichen anpassungen des diachikatalogs mit den möglichen tarifabwertungen von gewissen behandlungen,1120  c654e4fd-3f1e-4b09-94a5-ba68233d4c6d
0.652,0.2,einmal auch für,3,vereine,1,aber was viele von uns für einmal auch auf der linken seite sicher gehört haben,aber was viele von uns auf vereine auf der linken seite sicher gehört haben,1180  350d5074-c3a2-4173-9330-479957007b2a
0.651,0.2,in diesen verdankenswerter,3,verdankenswert im,2,regierungsrat neuhaus hat in verdankenswerter weise ausgeführt wie die gemeinde wileroltigen diesen sommer unterstützt worden ist namentlich von der polizei,der regierungsrat neuhaus hat im verdankenswert weise ausgeführt wie die gemeinde wileroltigen sommer unterstützt worden ist namentlich von der polizei,2199  c81222c9-fed2-45d4-901f-500802a60279
0.651,0.17,jene effektiv hineinkommen,3,diejenigen kommen,2,was wir haben müssen sind strengere migrationsbedingungen sprich dass nur noch jene hineinkommen die sich effektiv hier anpassen,was wir haben müssen sind strengere migrationsbedingungen sprich dass nur noch diejenigen kommen die sich hier anpassen,2698  24931d55-3e4a-4230-b050-f43b0f999fdc
0.651,0.15,enge von hier,3,lange da,2,hier begrüsst der regierungsrat grundsätzlich eine enge zusammenarbeit und eine harmonisierung von digitalen standards in der verwaltung zwischen den kantonen,da begrüsst der regierungsrat grundsätzlich eine lange zusammenarbeit und eine harmonisierung der digitalen standards in der verwaltung zwischen den kantonen,413  9b6a89ca-5176-4f7a-bfbe-d2bf708a0325
0.651,0.31,ja im,2,zu tun,2,dass dieses mantra in der bildung nicht einfach funktioniert zeigt ja im moment gerade oberdeutlich zürich,dass dieses mantra in der bildung nicht einfach funktioniert zeigt moment gerade zürich oberdeutlich zu tun,937  92c5a411-a25e-489a-9558-9312052138f8
0.651,0.25,aufwändige teilnahme am und,4,des teilnehmer,2,punkt 5 eine flächendeckende information zur verbesserung der teilnahme am langsamverkehrs ist aus unserer sicht eine notwendige und aufwändige sache,der punkt 5 eine flächendeckende information zur verbesserung der teilnehmer des langsamverkehrs ist aus unserer sicht eine notwendige sache,1765  5bba7268-fb18-4aa4-a706-df847d5761c1
0.651,0.2,mitglieder gibt genügten,3,sind welches genügen,3,es gibt auch ein paar mitglieder die sie ablehnen mit der begründung dass die heutigen möglichkeiten der politischen einflussnahme genügten,es sind auch ein paar welches sie ablehnen mit der begründung dass die heutigen möglichkeiten der politischen einflussnahme genügen,1989  e98e53e7-770f-4202-9b4b-0192ffb80120
0.65,0.17,gastgewerbebetreiber,1,ja gastgewerbebetreibenden keine,3,hinzu kommt auch dass bei einer änderung kein gastgewerbe also kein gastgewerbebetreiber verpflichtet ist die freinacht auch anzubieten,hinzu kommt auch dass bei einer änderung kein gastgewerbe also keine gastgewerbebetreibenden verpflichtet ist die freinacht ja auch anzubieten,2856  5e90bc59-f620-4631-8e45-f31e44597f31
0.649,0.22,ahvüberbrückungsrente ausgesteuerte,2,ahv brückungszentrum ausgeführte,3,der vorstoss verlangt die einführung einer kantonalen ahvüberbrückungsrente für ausgesteuerte frauen über 62 und männer über 63 jahre,der vorstoss verlangt die einführung einer kantonalen ahv und brückungszentrum für ausgeführte frauen über 62 und männer über 63 jahre,899  351389cf-07a9-4bf5-8743-65357b2804a1
0.649,0.21,nun einer über,3,jetzt einfach dieser um,4,aber es darf nicht sein dass das projekt hofwil nun einer debatte über die finanzplanung geopfert oder zurückgestellt wird,aber es darf nicht sein dass das projekt hofwil jetzt einfach dieser debatte um die finanzplanung geopfert oder zurückgestellt wird,3262  a0fa501c-c829-4486-acf4-0a365473bfad
0.649,0.22,erfreut diesbezüglich,2,dies dort der verwaltung,4,diesbezüglich ist es so dass die bak eigentlich erfreut zur kenntnis genommen hat dass man konkrete massnahmen fordert,dort ist es so dass die bak dies eigentlich der verwaltung zur kenntnis genommen hat dass man konkrete massnahmen fordert,207  75470b1e-4903-4034-8fc7-a22582f74c08
0.649,0.2,die nach der ziffer,4,ja punkt den,3,die ziffer 4 der einsatz zugunsten einer nationalen liste könnte nach heutigem wissensstand als postulat angenommen und gleichzeitig abgeschrieben werden,den punkt 4 den einsatz zugunsten einer nationalen liste könnte ja heutigem wissensstand als postulat angenommen und gleichzeitig abgeschrieben werden,1973  b001a0b9-719b-4db8-b868-9e05327d690d
0.648,0.18,das,1,es,1,auch wenn sich die familienmodelle laufend ändern spielt das keine rolle,auch wenn sich die familienmodelle laufend ändern es spielt keine rolle,1421  539ae321-fcdf-4a8b-b871-9a8fcdf0f405
0.647,0.21,ich bis sich,3,auf,1,ich weiss nicht genau wie es jetzt steht aber es kann sein dass es sich sogar bis 2023 verzögert,weiss nicht genau wie es jetzt steht aber es kann sein dass sogar auf 2023 verzögert,1861  bf713d51-dfee-447a-9842-0a8b28926351
0.647,0.14,kindern gesunde jugendlichen,3,gingern regesunde jugendliche,3,wir alle teilen die ansicht des motionärs dass eine gesunde psychische und physische entwicklung von kindern und jugendlichen von grosser bedeutung ist,wir alle teilen die ansicht des motionärs dass eine regesunde psychische und physische entwicklung von gingern und jugendliche von grosser bedeutung ist,575  f7a81603-4076-48bf-8490-d354d664d029
0.647,0.19,zwei dinge,2,beides der,2,wenn wir aber von sachpolitik sprechen wollen frau kollegin ursula marti dann müssen wir auch bedenken dass es zwei dinge braucht,wenn wir aber von der sachpolitik sprechen wollen frau kollegin ursula marti dann müssen wir aber auch bedenken dass es beides braucht,2592  c087d2fa-9a04-4f3f-abae-0a4ce3a6e9a9
0.646,0.21,die würde geforderte,3,würden wie gefordert,3,für gemeinschaften würde eine anerkennung beziehungsweise die im postulat geforderte kleine anerkennung nicht nur materielle vorteile mit sich bringen sondern auch mehr gesellschaftliche akzeptanz,für gemeinschaften würden anerkennung beziehungsweise wie im postulat gefordert eine kleine anerkennung nicht nur materielle vorteile mit sich bringen sondern auch mehr gesellschaftliche akzeptanz,1360  b695bd83-5dea-478e-97bc-ea0be7ed4fc2
0.646,0.19,zeitdauer können ein,3,zeit dauer,2,wir haben uns überzeugen lassen können dass ein solches programm nur zielführend ist wenn es auf eine längere zeitdauer ausgerichtet ist,wir haben uns überzeugen lassen dass es solches programm nur zielführend ist wenn es auf eine längere zeit dauer ausgerichtet ist,303  4636e8e5-70ab-448d-97b9-4db0cfd9a994
0.645,0.21,wurde von regierungsrätin jedoch egger der,6,sich vorbereitet,2,wenn ich jedoch die antwort lese habe ich den eindruck dass der polizeidirektor zu diesem zeitpunkt wohl in den ferien war und die antwort von regierungsrätin egger verfasst wurde,wenn ich die antwort lese habe ich den eindruck dass die polizeidirektor zu diesem zeitpunkt wohl in den ferien war und die antwort sich vorbereitet verfasst habe,421  59306246-93e0-4815-95ae-46ef0dd53518
0.645,0.12,lassen übertäter,2,übeltäter,1,bereits jetzt kann man die übertäter sanktionieren und ihre fahrzeuge nachprüfen lassen oder aus dem verkehr ziehen,bereits jetzt kann man die übeltäter sanktionieren und ihre fahrzeuge nachprüfen oder aus dem verkehr ziehen,2175  697326f7-bc26-4258-86d9-162b1b7120d7
0.643,0.14,toleriert,1,toriert,1,das kann und darf nicht toleriert werden,das kann und darf nicht toriert werden,1230  1e57b3c1-c6dc-4a6d-b55d-fdccac8d76e3
0.643,0.17,,0,auch,1,dafür stehen wir grünliberalen selbstverständlich ein,dafür stehen wir grünliberalen selbstverständlich auch ein,2321  7cd5e66b-6509-49b9-8033-830c7ba0dfb5
0.643,0.14,zeiten,1,seite,1,die zeiten haben sich zum glück geändert,die seite haben sich zum glück geändert,1646  1f5763a6-9f7d-4b1b-9bbb-9aaf12703108
0.643,0.29,volksvorschlag,1,er,1,der volksvorschlag zementiert die abhängigkeit der bedürftigen,er zementiert die abhängigkeit der bedürftigen,2494  c6af107f-6cf2-4f98-acec-89b2520fa518
0.643,0.14,geschlechterdiskriminierung,1,geschlechterriskriminierung,1,natürlich ist es falsch wenn geschlechterdiskriminierung stattfindet,natürlich ist es falsch wenn geschlechterriskriminierung stattfindet,2115  5262308d-744e-405a-b5a8-1b76d9ff4548
0.643,0.14,tönt,1,klingt,1,das tönt nach aufklärung von kriminellen handlungen,das klingt nach aufklärung von kriminellen handlungen,848  2c7de77b-cea3-4baa-9965-0f41996e76d6
0.642,0.2,eine,1,ja weshalb,2,bei der neuregelung dieses gesetzes geht es um eine absolut sinnvolle kompetenzerweiterung für die gemeinden,weshalb bei der neuregelung dieses gesetzes geht es ja um die absolut sinnvolle kompetenzerweiterung für die gemeinden,904  348d5744-98ea-478e-a5f5-6a129c637d04
0.642,0.19,anderer genauer,2,anderen genau,2,die beiden eingereichten anträge verlangen dass bezüglich der sicherheit oder bezüglich anderer optionen genauer hingeschaut wird,die beiden eingereichten anträge verlangen dass bezüglich der sicherheit oder anderen optionen genau hingeschaut wird,1084  3d442a82-22ff-4881-a494-a77c606c9500
0.642,0.12,tiefen be,2,tiefer bern,2,im bereich der tiefen und sehr hohen transaktionswerte ist der kanton be folglich im vergleich eher teuer,im bereich der tiefer und sehr hohen transaktionswerte ist der kanton bern folglich im vergleich eher teuer,1316  c8c30a15-a248-4765-a056-d89b5041b362
0.642,0.19,blsbahnarealen sympathien,2,sympathie blsbahnareal eine,3,die evpfraktion hat grosse sympathien für diesen vorstoss zur förderung des gemeinnützigen wohnungsbaus auf ehemaligen blsbahnarealen,die evpfraktion hat eine grosse sympathie für diesen vorstoss zur förderung des gemeinnützigen wohnungsbaus auf ehemaligen blsbahnareal,1250  322ca84c-1305-494b-b308-e0687cbac29a
0.642,0.3,bww beharren breit 2 meter,5,berner zwei wanderwege beharrten mehrerbreit,5,die bww beharren auf dem standpunkt dass eine koexistenz nur dann möglich ist wenn ein weg 2 meter breit ist,die berner wanderwege beharrten auf dem standpunkt dass eine koexistenz nur dann möglich ist wenn ein weg zwei mehrerbreit ist,2340  d4c2872c-1315-4fa3-a04c-47cffc009340
0.642,0.12,berechnungsformel daher,2,berechnungsform deshalb,2,wir sind mit dieser berechnungsformel sicher nicht zufrieden und daher stimme ich nur diesen 70 prozent zu,wir sind mit dieser berechnungsform sicher nicht zufrieden und deshalb stimme ich nur diesen 70 prozent zu,1580  c5d42dd0-6955-4832-9bca-2985e37c34c9
0.642,0.12,am den,2,einen dem,2,der bundesrat hat den entwurf des abkommenstexts am 7 dezember 2018 veröffentlicht ohne sich dazu zu äussern,der bundesrat hat einen entwurf des abkommenstexts dem 7 dezember 2018 veröffentlicht ohne sich dazu zu äussern,1405  10836545-c63c-44e3-b600-33c1092c1f4b
