WER,BLEU,diff_ref_hyp,diff_hyp_ref,reference,hypothese,id
0.09,0.735,,,wir wollen nicht dass die ferienbetreuung zum spielball von budgetdiskussionen wird,wir wollen nicht wollen dass die ferienbetreuung zum spielball von budgetdiskussionen wird,638  56fef9e0-8f67-4b87-b899-34ba104014d8
0.09,0.711,aber,,die mehrheit der evpfraktion würde aber den vorstoss als postulat unterstützen,die mehrheit der evpfraktion würde den vorstoss als postulat unterstützen,2568  d0ca0058-6cbc-4f59-ac3b-9e33a0378484
0.09,0.702,wurden,sind,seit mehreren jahren wurden im ganzen kanton sehr viele poststellen geschlossen,seit mehreren jahren sind im ganzen kanton sehr viele poststellen geschlossen,1167  52b4c45d-a444-4820-a53d-30667999b1bf
0.09,0.893,bei,be,die schaffung eines solchen gesetzes trägt nicht zur sozialen integration bei,die schaffung eines solchen gesetzes trägt nicht zur sozialen integration be,2169  a6efa108-4bd8-431f-909d-3cc30c79bc5f
0.09,0.702,diese,die,in dieser radikalen form ist diese forderung undifferenziert und auch kurzsichtig,in dieser radikalen form ist die forderung undifferenziert und auch kurzsichtig,3326  20479fef-ef9c-443e-829f-6f813200e18d
0.09,0.807,universität,uni,die universität bern ist eine erfolgsgeschichte und grundsätzlich sehr gut unterwegs,die uni bern ist eine erfolgsgeschichte und grundsätzlich sehr gut unterwegs,2057  dce51efc-877a-4c05-b0b9-e5e2b2c7863e
0.09,0.752,dabei,,es geht dabei um die verletzung der eigentumsgarantie und der wirtschaftlichkeit,es geht um die verletzung der eigentumsgarantie und der wirtschaftlichkeit,2959  5b376a41-af5a-4893-9346-1441a528ee6e
0.09,0.754,kdk verabschieden,abschreiben,die konferenz der kantonsregierungen kdk wird am 29 märz 2019 einen positionsbezug zum institutionellen abkommen verabschieden und der regierungsrat wird dort stellung nehmen,die konferenz der kantonsregierungen wird am 29 märz 2019 einen positionsbezug zum institutionellen abkommen abschreiben und der regierungsrat wird dort stellung nehmen,567  b97c301b-625f-4573-beb8-95c095e3b82b
0.09,0.807,bereits,schon,wie bereits gesagt wurde das geschäft in der gsok intensiv behandelt,wie schon gesagt wurde das geschäft in der gsok intensiv behandelt,1897  0b8f5905-f0be-4eb7-b680-2568e5cdc030
0.09,0.893,polizeistunde,polizeistung,in der edufraktion sind wir nicht für die aufhebung der polizeistunde,in der edufraktion sind wir nicht für die aufhebung der polizeistung,1895  4ffd4a55-acd1-4f8d-a1c9-5363ea652c38
0.09,0.893,heterogen,heterogin,tatsächlich ist der aufwand der verschiedenen leistungserbringer sehr unterschiedlich und heterogen,tatsächlich ist der aufwand der verschiedenen leistungserbringer sehr unterschiedlich und heterogin,2086  dac0587e-c49e-4299-a1e3-ef03b65908dd
0.09,0.893,regierungsrats,regierungsrates,die aufteilung zwischen kultur und sport ist ein entscheid des regierungsrats,die aufteilung zwischen kultur und sport ist ein entscheid des regierungsrates,1938  fc2bc97f-eeb4-4c2a-8d8b-d4c64edab4ce
0.09,0.794,setzt es,man,sie setzt strategische schwerpunkte insbesondere das wissen wir alle und haben es gerade in letzter zeit wieder gehört im bereich gesundheit und medizin,sie haben strategische schwerpunkte insbesondere das wissen wir alle und haben man gerade in letzter zeit wieder gehört im bereich gesundheit und medizin,83  1de6ee90-bab4-4deb-a830-7915f050904a
0.09,0.702,sonntage,sonntagen,die erweiterten ladenöffnungszeiten von zwei auf vier sonntage lehnen wir ab,die erweiterten ladenöffnungszeiten von zwei auf vier sonntagen lehnen wir ab,2679  4071eabc-a56b-48b2-805d-5d89bca9c4fc
0.09,0.893,die,das,die vielfalt stellt sicher dass unterschiedliche themen und meinungen abgebildet werden,das vielfalt stellt sicher dass unterschiedliche themen und meinungen abgebildet werden,2506  40b8ba46-c2a8-4c06-b8a3-004d878ce893
0.1,0.88,diese,die,diese motion unterstreicht ein zentrales recht der schülerinnen und schüler,die motion unterstreicht ein zentrales recht der schülerinnen und schüler,1399  e9d3d6bb-f3b8-452d-8951-345e65fd7b27
0.1,0.88,campussen,campus,die bfh ist auf dem weg zu den beschlossenen campussen,die bfh ist auf dem weg zu den beschlossenen campus,773  443c2b28-6119-430b-912d-a1ba548e0e62
0.1,0.88,gesucht,gesuch,also die korrelation zwischen lohn und lehrermangel ist einfach gesucht,also die korrelation zwischen lohn und lehrermangel ist einfach gesuch,3033  518823f9-a5d1-4b6d-9e81-c26e62dd1c37
0.1,0.742,zwanzig dreissig,30 20,so schicken wir halt manchmal auch in einer kleinen gemeinde von dreissig eingereichten unterschriften zwanzig als gültig zurück an das referendumskomitee,so schicken wir halt manchmal auch in einer kleinen gemeinde von 30 eingereichten unterschriften 20 als gültig zurück an das referendumskomitee,3316  ed89af16-746a-4d66-9acc-75ffbc7da636
0.1,0.669,,,die bdpfraktion hat beide anträge die im raum stehen diskutiert,die bdpfraktion hat beide anträge im raum stehen diskutiert,3153  b3b17f37-e9d8-489e-91d0-0a1f6d49a310
0.1,0.724,beratungen,beratung lkg,diese ungleichbehandlung muss in einem nächsten reformschritt nach abschluss der beratungen über das landeskirchengesetz unbedingt an die hand genommen werden,diese ungleichbehandlung muss in einem nächsten reformschritt nach abschluss der beratung über das landeskirchengesetz lkg unbedingt an die hand genommen werden,1749  98b9283f-dcf7-4925-b8ee-3dddd78593fe
0.1,0.88,darum,deshalb,darum stimmt die fdp wie die regierung einem postulat zu,deshalb stimmt die fdp wie die regierung einem postulat zu,2047  ad33f006-d892-4bda-962e-4d0f6b1bf2d7
0.1,0.658,den,dem,auch künftige lösungen müssen den frauen eine kostengünstige vorsorgeabklärung bieten,auch künftige lösungen müssen dem frauen eine kostengünstige vorsorgeabklärung bieten,3263  e593bff6-e3f2-4f38-862a-86e89b858871
0.1,0.658,verbandelungen,verbandlungen,eine direkte unterstützung kann zu unerwünschten verbandelungen und abhängigkeiten führen,eine direkte unterstützung kann zu unerwünschten verbandlungen und abhängigkeiten führen,2059  b4e078bd-3ae3-49b3-9b9f-31e28f259e1c
0.1,0.781,wegkommt oberstes,oberste kommt das,uns ist es wichtig dass die freiwilligkeit nach wie vor oberstes gebot ist und man von der idee wegkommt dass kleinere gemeinden eine belastung für den kanton sein sollen,uns ist es wichtig dass die freiwilligkeit nach wie vor das oberste gebot ist und man von der idee kommt dass kleinere gemeinden eine belastung für den kanton sein sollen,402  0d3f38d7-d8e5-4780-85e5-f2b9b61699c9
0.1,0.88,g5netz,5gnetz,wir haben hier eine verunsicherung im zusammenhang mit dem g5netz,wir haben hier eine verunsicherung im zusammenhang mit dem 5gnetz,2447  abf7b3ab-29d1-4318-8e61-08c677c298db
0.1,0.88,was,das,was würde eine polizeiausbildung für den kanton im alleingang kosten,das würde eine polizeiausbildung für den kanton im alleingang kosten,1381  2f326287-d2d0-49f0-a09a-e30d7432b6e2
0.1,0.762,warum player,kleiner weshalb überlegen,weiter konnten wir nicht abschliessend beurteilen ob es zwischen all diesen gymnasien qualitätsunterschiede gibt und warum ein weiterer privater player auf diese beiträge verzichtet und doch überleben oder gut überleben kann,weiter konnten wir nicht abschliessend beurteilen ob es zwischen all diesen gymnasien qualitätsunterschiede gibt und weshalb ein weiterer privater kleiner auf diese beiträge verzichtet und doch überleben oder gut überlegen kann,644  8787a10b-ba17-43b7-bcea-b2618a26f3ec
0.1,0.707,oder,und,sie basiert auf wissenschaftlichen erkenntnissen ohne moralische oder politische wertungen,sie basiert auf wissenschaftlichen erkenntnissen ohne moralische und politische wertungen,3041  bd5e3d28-db70-4cea-9601-7220f482df67
0.1,0.658,der,für,die genauen kostenbeteiligungen der kantone sind im konkordatsvertrag genau geregelt,die genauen kostenbeteiligungen für kantone sind im konkordatsvertrag genau geregelt,1047  d003d7c3-3d84-45f0-92b0-85869544b022
0.1,0.792,jahren von 20,vom jahre 2020,der regierungsrat kommt zum schluss dass die bereitstellung einer schutz und notunterkunft im kanton bern für mädchen und junge frauen im alter von 14 bis 20 jahren realisiert werden soll,der regierungsrat kommt zum schluss dass die bereitstellung einer schutz und notunterkunft im kanton bern für mädchen und junge frauen im alter vom 14 bis 2020 jahre realisiert werden soll,2325  fc833550-fe8f-4683-8d79-682cc7a33d29
0.1,0.707,das,dies,die heutige praxis hat sich bewährt und das genügt uns,die heutige praxis hat sich bewährt und dies genügt uns,1993  1141e684-1eeb-464f-a056-cc7d97011360
0.1,0.658,an,damen,der platz in wileroltigen liegt an und für sich günstig,der platz in wileroltigen liegt damen und für sich günstig,268  e7752ac3-adb0-4d0a-88f5-681998ad1267
0.1,0.669,auch,,damit hätten wir auch gleichzeitig dem bundesauftrag gerecht werden können,damit hätten wir gleichzeitig dem bundesauftrag gerecht werden können,2728  736e5d3f-1c91-4fc3-8c1d-e1af778975f6
0.1,0.727,partizipierenden boot,bod patizipierenden,wir begrüssen dass die nächsten schritte in einem partizipierenden prozess gemacht werden sollen und die betroffenen ins boot geholt werden,wir begrüssen dass die nächsten schritte in einem patizipierenden prozess gemacht werden sollen und die betroffenen ins bod geholt werden,862  521f48ad-298a-4e3b-a8b0-47c8dbb48adf
0.1,0.803,die das,diese es,das führt dazu dass die zur verfügung stehenden mittel auf mehr personen aufgeteilt werden müssen und entsprechend weniger wirksam sind,es führt dazu dass diese zur verfügung stehenden mittel auf mehr personen aufgeteilt werden müssen und entsprechend weniger wirksam sind,2473  a78f2fcf-b75b-4b93-b821-15beaf81d951
0.1,0.669,der,,es fehlt insbesondere der bezug zur christlichabendländischen grundlage und wertordnung,es fehlt insbesondere bezug zur christlichabendländischen grundlage und wertordnung,382  20ed1c62-0235-44b2-88a5-5d718fa11045
0.1,0.795,gemeindewesen,gemeinwesen,als kleinstgemeinde und bernische exklave mit nur knapp 50 einwohnerinnen und einwohnern ist clavaleyres als gemeindewesen mittel bis längerfristig kaum überlebensfähig,als kleinstgemeinde und bernische exklave mit nur knapp 50 einwohnerinnen und einwohnern ist clavaleyres clavaleyres als gemeinwesen mittel bis längerfristig kaum überlebensfähig,3013  176be9b0-a82a-46b2-82d2-09dcf6ac8c4f
0.1,0.774,erlebt hat,erlebte,insgesamt hat die bik die leitung der universität als sehr sorgfältig planende institution erlebt die sich den vielen herausforderungen aktiv stellt,insgesamt erlebte die bik die leitung der universität als sehr sorgfältig planende institution die sich den vielen herausforderungen aktiv stellt,2240  a05ba56d-76b0-4e22-bf7e-0f24bdb25cfc
0.1,0.724,nun brachte,bracht nur,die kommission wird sich nun gewissen fragen annehmen brachte aber ganz klar zum ausdruck dass ein kurzfristiger systemwechsel nicht angebracht ist,die kommission wird sich nur gewissen fragen annehmen bracht aber ganz klar zum ausdruck dass ein kurzfristiger systemwechsel nicht angebracht ist,459  ce6f3cf0-88f9-4cfb-b30d-f23aeac8369a
0.1,0.857,neuigkeiten,neukaiten der,vor allem jugendliche und junge erwachsene wenden sich von printmedien ab und sind oft überfordert mit dem wahrheitsgehalt von digitalen neuigkeiten,vor allem jugendliche und junge erwachsene wenden sich von printmedien ab und sind oft überfordert mit dem wahrheitsgehalt der digitalen neukaiten,2651  65326346-0d22-4133-884b-6958d010c1d9
0.1,0.658,einer,der,diese fahrzeugkategorie soll nicht mehr mit einer verkehrssteuer belastet werden,diese fahrzeugkategorie soll nicht mehr mit der verkehrssteuer belastet werden,350  beb914ab-e560-461e-b40a-eb9ecbad8da1
0.1,0.88,der,,der antrag mühlheim ergänzt den bestehenden absatz 2 sehr gut,den antrag mühlheim ergänzt den bestehenden absatz 2 sehr gut,430  76a8c7ed-2c8a-4e23-a61d-90b0e796e846
0.1,0.783,durften,haben,wir durften natürlich gerade von der volksschulstufe viel support entgegennehmen,wir haben natürlich gerade von der volksschulstufe viel support entgegennehmen,3331  25c50946-c7c2-4b5d-b21f-431038804769
0.1,0.702,,auch,aber wir nehmen immer mehr geld dafür in die hand,aber wir nehmen immer mehr geld dafür auch in die hand,722  c376c8d5-8f25-4b6e-a144-4f0e6930634a
0.1,0.658,dieses,das,der regierungsrat hat für dieses postulat eine vertiefte abklärung gemacht,der regierungsrat hat für das postulat eine vertiefte abklärung gemacht,3267  f0f92465-c7e8-4366-93e1-2ed22ed9ff07
0.1,0.792,,,namentlich soll die justizleitung prüfen welche möglichkeiten bei den unabhängigen verwaltungsjustizbehörden zur beschleunigung von einsprachen und beschwerdeverfahren allenfalls noch bestehen,namentlich soll die justizleitung prüfen welche möglichkeiten bei den unabhängigen verwaltungsjustizbehörden allenfalls zur beschleunigung von einsprachen und beschwerdeverfahren noch bestehen,516  94d1ce03-adb7-408f-9033-1c84ea0ff69e
0.1,0.819,er,den es,er gibt auskunft über die aktivitäten des kantons auf bundesebene bei der europapolitik des bundes und in der interkantonalen zusammenarbeit,es gibt auskunft über die aktivitäten des kantons auf bundesebene bei der europapolitik des bundes und in den interkantonalen zusammenarbeit,953  ff5abedd-7a32-4a47-9b6c-0ceb7682d5a6
0.1,0.783,auch,noch,auf der anderen seite muss man aber eben auch fordern,auf der anderen seite muss man aber eben noch fordern,2754  72c605f4-6a78-43f4-8011-4a666e7c0069
0.1,0.658,bleibt,plätzt,die suche nach einem verwaltungsratspräsidenten bleibt sicher eine gewisse herausforderung,die suche nach einem verwaltungsratspräsidenten plätzt sicher eine gewisse herausforderung,944  29dbc167-dfa8-4954-8cd9-892e94262d4e
0.1,0.755,,um lkg,wir bitten sie deshalb diesen antrag zu unterstützen und damit auch das vorliegende landeskirchengesetz historisch kulturell und gesellschaftlich gut zu verankern,wir bitten sie deshalb diesen antrag zu unterstützen und damit auch das vorliegende landeskirchengesetz lkg historisch kulturell um gesellschaftlich gut zu verankern,291  56055232-768b-479e-b362-15a27141eae8
0.1,0.783,es,das,aber es muss auch irgendeine ausbildung in diese richtung geben,aber das muss auch irgendeine ausbildung in diese richtung geben,873  45d1b5ca-f9b3-4cde-b401-0a7306ab32d2
0.1,0.814,frage patenkinder,götte kinderfragen,wenn ich dann noch meine patenkinder frage die in anderen gemeinden zur schule gehen ist alles klar oder eben überhaupt nicht,wenn ich dann noch meine götte kinderfragen die in anderen gemeinden zur schule gehen ist alles klar oder eben überhaupt nicht,349  42944603-4e34-48e4-9f75-8d0df199c64e
0.1,0.707,bestimmt,ist,die beschaffung und das ausmass der uniformteile bestimmt die kantonspolizei,die beschaffung und das ausmass der uniformteile ist die kantonspolizei,1321  38211737-9a1a-4919-8889-0e589483aa6e
0.1,0.783,der,den,auch der einsatz des sogenannten zentrumsbonus sehen wir eher kritisch,auch den einsatz des sogenannten zentrumsbonus sehen wir eher kritisch,364  f9c57c75-a4fa-46ee-b5df-106a601aa168
0.1,0.658,absätzen,absatz,auch hier widerspricht dies eigentlich den absätzen 1 und 2,auch hier widerspricht dies eigentlich den absatz 1 und 2,367  42972519-e880-4875-8817-61488baa2183
0.1,0.658,ist,wird,für viele einheimische und wohnungsbesitzer ist dies nicht mehr tragbar,für viele einheimische und wohnungsbesitzer wird dies nicht mehr tragbar,1631  4c658ec1-0e1d-4e17-a67b-c2fcdcd58011
0.1,0.658,wie,weit,den punkt 3 lehnt die svp wie die regierung ab,den punkt 3 lehnt die svp weit die regierung ab,1515  e9eb9a43-3f2e-403d-bfb7-26456b4593e7
0.1,0.658,ein,das,gestern hatten wir ein beispiel wie man es eben macht,gestern hatten wir das beispiel wie man es eben macht,1602  856cfab8-9bc5-4f80-914b-fa7c7d2ad25c
0.1,0.764,,den,weiter ist uns auch bewusst dass es nicht nur mauern braucht sondern dass vor allem auch studiengänge weiterentwickelt werden müssen,weiter ist uns auch bewusst dass es nicht nur den mauern braucht sondern vor allem auch studiengänge weiterentwickelt werden müssen,1760  8a697679-37dc-4094-831c-0f8935b95754
0.1,0.707,beantrag,beantragt,die gsok beantrag dem grossen rat einstimmig dem verpflichtungskredit zuzustimmen,die gsok beantragt dem grossen rat einstimmig dem verpflichtungskredit zuzustimmen,24  6ec1e4df-fb94-4563-8a68-6130ba78131f
0.11,0.8,was von,,was aber aus unserer sicht zum heutigen zeitpunkt nicht sinnvoll wäre wäre die definitive ablösung von der papierform,aber aus unserer sicht zum heutigen zeitpunkt nicht sinnvoll wäre wäre die definitive ablösung der papierform,3226  01e484e4-4816-4efa-9bf4-ca9d1d42f3be
0.11,0.878,dann richtig,man wichtig,dann muss es völlig überflüssig sein und deshalb hat der bund dieses gesetz abgeschafft sprich es ist richtig,man muss es völlig überflüssig sein und deshalb hat der bund dieses gesetz abgeschafft sprich es ist wichtig,1029  e69b62eb-25ab-44e8-8f9b-1854341a2dc1
0.11,0.803,vornehmen,annehmen von,sie müssen aber auch eine politische gesamtbeurteilung vornehmen und die konsequenzen einer ablehnung des rahmenabkommens in ihre beurteilung miteinbeziehen,sie müssen aber auch eine politische gesamtbeurteilung von annehmen und die konsequenzen einer ablehnung des rahmenabkommens in ihre beurteilung miteinbeziehen,571  052f3322-d157-4806-9979-b3af4c3da629
0.11,0.794,,,noch ein wort zu den menschen an der universität und damit zu den herausforderungen an die lehre der universität,noch ein wort zu den menschen an der universität und damit die herausforderungen an die lehre der universität,1477  f078c4ab-fe66-4305-8ab9-f790ac4c3dcd
0.11,0.661,sinne,sinn,in diesem sinne lehnen wir den rückweisungsantrag köpfli ab,in diesem sinn lehnen wir den rückweisungsantrag köpfli ab,242  5ec91d92-7cb0-49d9-89e7-127587e9f62b
0.11,0.88,,die,digitalisierung soll vereinfachen abläufe effizienter gestalten und verständlich sein,die digitalisierung soll vereinfachen abläufe effizienter gestalten und verständlich sein,955  af0ae60a-3e42-457d-8c55-9685205637ff
0.11,0.863,nein,die,nein fallzahlen eignen sich eigentlich nur bedingt als qualitätsindikator,die fallzahlen eignen sich eigentlich nur bedingt als qualitätsindikator,1879  df4e0209-d02f-4a3e-a920-2a1b4e22e312
0.11,0.759,ihnen,alle,ich bitte sie darum diese motion zu unterstützen und hoffe doch schon sehr dass die bauern unter ihnen mithelfen,ich bitte sie darum diese motion zu unterstützen und ich hoffe doch schon sehr dass die bauern unter alle mithelfen,1086  471d9c82-289c-46c7-8472-6a164a3368c2
0.11,0.597,durch,auf,die regionale berichterstattung kommt durch diese konzentration zu kurz,die regionale berichterstattung kommt auf diese konzentration zu kurz,1178  3a2fcdd0-285b-439c-b6b0-9bc28e0a8150
0.11,0.75,wurden konklusiv,konkussiv,sie hat uns für die behandlung dieses kreditgeschäfts gut dokumentiert und alle fragen wurden ausführlich und konklusiv beantwortet,sie hat uns für die behandlung dieses kreditgeschäfts gut dokumentiert und alle fragen ausführlich und konkussiv beantwortet,2557  05d8d94d-5b25-43bb-aeea-0f92afc2ad0f
0.11,0.658,,die,das ist für uns diskussionslos das muss umgesetzt werden,das ist für uns die diskussionslos das muss umgesetzt werden,2087  f460de63-d23e-4074-a5d0-cc7bb7f43f89
0.11,0.61,in,,sprich wir dürfen das auch in unsere gesetze hineinschreiben,sprich wir dürfen das auch unsere gesetze hineinschreiben,422  e895c6c1-ebb2-4df7-9d18-3c036462816d
0.11,0.61,deshalb,,die evpfraktion lehnt deshalb die abschreibung dieses postulats ab,die evpfraktion lehnt die abschreibung dieses postulats ab,2445  cc98e4b7-db6a-4e82-85ab-342d4cbb6edc
0.11,0.597,keine,nicht,das ist klar es ist keine so schöne sache,das ist klar es ist nicht so schöne sache,397  2cc7eb79-13c9-4ca2-9f8b-99ae51ab2409
0.11,0.597,dann,die,das ist eben dann werbung für das asylland schweiz,das ist eben die werbung für das asylland schweiz,105  6162d4c6-564e-4a23-9944-034de5647f3d
0.11,0.863,warum,weshalb,warum möchte die bdp dass der regierungsrat genauer hinschaut,weshalb möchte die bdp dass der regierungsrat genauer hinschaut,1505  2dcbcbfe-b547-47c8-8c80-be7175d1c79f
0.11,0.863,sie,wir,sie wurden von der verwaltung schlüssig und gut beantwortet,wir wurden von der verwaltung schlüssig und gut beantwortet,800  2db41484-ee8f-4978-9d66-ec522b91ac9e
0.11,0.778,steuerertrag leisten,steuererfrage machen,so können wir mit einem grösseren steuerertrag auch wieder einen beitrag an eine gegenfinanzierung einer künftigen steuersenkung leisten,so können wir mit einem grösseren steuererfrage auch wieder einen beitrag an eine gegenfinanzierung einer künftigen steuersenkung machen,1013  1c2f72c8-b877-4704-98c9-2b78f8a0d7d5
0.11,0.863,prüfungsgebühren,prüfungsgebühr,das gilt auch für die prüfungsvorbereitung und die prüfungsgebühren,das gilt auch für die prüfungsvorbereitung und die prüfungsgebühr,2530  8ccd0baa-b661-4355-8a09-438eeadedfbf
0.11,0.597,das,,es tut mir leid das ist halt einfach so,es tut mir leid es ist halt einfach so,1545  a4c24ded-f2e3-4032-8672-5cfd81f2cfff
0.11,0.778,zu beurteilen,burteil,was wir hier zu beurteilen haben ist das bewilligungsverfahren von neuen standorten von standorten die mehr leistung haben,was wir hier das burteil haben ist das bewilligungsverfahren von neuen standorten von standorten die mehr leistung haben,1004  89ebf525-c045-4390-a7ee-15519323e784
0.11,0.689,denjenigen,diesen jene,für uns ist es eine selbstverständlichkeit dass bedürftige unterstützt werden und denjenigen die hilfe brauchen wird auch geholfen,für uns ist es eine selbstverständlichkeit dass bedürftige unterstützt werden und jene die hilfe brauchen diesen wird auch geholfen,777  6a5b92bc-a986-4ec1-9157-6e1625c050a9
0.11,0.658,,es,aus diesem grund ist ein zusätzlicher massnahmenplan nicht nötig,aus diesem grund ist es ein zusätzlicher massnahmenplan nicht nötig,2625  4bb281f8-3cac-42a0-9b1c-9a72c94101ac
0.11,0.821,eigentlich ja,tief einfach,aus unserer sicht ist dies ja eigentlich ein positives zeichen und so macht es im moment keinen sinn diesen fonds noch zu äufnen oder zusätzlich zu äufnen,aus unserer sicht ist dies einfach ein positives zeichen und so macht es im moment keinen sinn diesen fonds noch zu äufnen oder zusätzlich zu tief,2132  9abef0ea-799a-43d1-bd28-e6093fb16b70
0.11,0.751,edufraktion,bdpfraktion,die edufraktion lehnt die beiden punkte als motion ab,die bdpfraktion lehnt die beiden punkte als motion ab,913  06e76a65-ba6e-41ad-84b3-1543881c1563
0.11,0.751,aufgeführten,aufgeführte,die aufgeführten aufträge werden von der bdp vollumfänglich gestützt,die aufgeführte aufträge werden von der bdp vollumfänglich gestützt,3114  9baad76a-52d0-481f-ba9b-0dc7bd893b36
0.11,0.751,veterinärdienst,feteriendienst,der veterinärdienst kann schon heute hundehaltende zu kursbesuchen verpflichten,der feteriendienst kann schon heute hundehaltende zu kursbesuchen verpflichten,1473  20e1c7dd-643a-4912-9138-48bffbc8bb8c
0.11,0.863,subsidiarität,substidiarität,die kantonale kulturförderung beruht auf dem grundsatz der subsidiarität,die kantonale kulturförderung beruht auf dem grundsatz der substidiarität,3017  772ab1ce-bfcc-4ce7-86fc-f0eb60b2c77b
0.11,0.69,mit vorausgesagt,zu vorausgesetzt,ebenfalls ist ersichtlich dass das ende der dauer heute noch nicht mit 100 prozent genauigkeit vorausgesagt werden kann,ebenfalls ist ersichtlich dass das ende der dauer heute noch nicht zu 100 prozent genauigkeit vorausgesetzt werden kann,370  95a15b43-a040-4a4e-9c0c-617148d20f7d
0.11,0.597,dem,diesem,deshalb stimmt die fdpfraktion dem geschäft als postulat zu,deshalb stimmt die fdpfraktion diesem geschäft als postulat zu,750  9354b0ac-13dd-433d-b7c9-e917145c9991
0.11,0.778,unlauterem,von unlauterndem,der schutz der konsumenten respektive des publikums vor allem auch vor unlauterem geschäftsgebaren muss doch noch vorrang haben,der schutz der konsumenten respektive des publikums vor allem auch von unlauterndem geschäftsgebaren muss doch noch vorrang haben,2518  e4be1932-aefa-4bc4-9d11-a305fc4e0458
0.11,0.778,neuen keine,neue teile,nach den vier berichten sind keine neuen entwicklungen eingetreten die zu einer grossen veränderung der armutssituation geführt haben,nach den vier berichten sind teile neue entwicklungen eingetreten die zu einer grossen veränderung der armutssituation geführt haben,1090  1e0cafb4-4d19-4845-9abd-8785dbeadc56
0.11,0.863,diese,,diese anordnung ist auch für die betroffenen personen verbindlich,die anordnung ist auch für die betroffenen personen verbindlich,168  88772a86-d3ca-4793-8fc1-41b625e9d6b5
0.11,0.728,schon diesen,bereits den,aber dass man bei diesen aufhebungen und zentralisierungen anscheinend viel geld einsparen konnte hat die regierung schon vergessen,aber dass man bei den aufhebungen und zentralisierungen anscheinend viel geld einsparen konnte hat die regierung bereits vergessen,2677  34b0e5fe-8b47-4cc6-910f-efdaa0303f61
0.11,0.691,vernunft und,verlunft,ich bitte sie die vernunft walten zu lassen und den klimaschutzartikel in der verfassung ganz sicher nicht zu verabschieden,ich bitte sie die verlunft walten zu lassen den klimaschutzartikel in der verfassung ganz sicher nicht zu verabschieden,456  fae0d148-5006-4630-8780-e58220fd33f0
0.11,0.61,sie,,es braucht keine revolution wie sie die glp anstrebt,es braucht keine revolution wie die glp anstrebt,1575  cee5499d-29ba-42fa-bfc5-e4318c02bf25
0.11,0.751,verbessern,verbessert,ich hoffe dass sie sich in zukunft verbessern werden,ich hoffe dass sie sich in zukunft verbessert werden,2719  322008ac-406d-427a-baea-dd87ba53dcc4
0.11,0.597,eltern,elturn,keine kitakosten für eltern mit arbeit oder in ausbildung,keine kitakosten für elturn mit arbeit oder in ausbildung,112  e574d817-975c-4b65-a405-6b8d4c1b0803
0.11,0.69,festlegung liegt,licht festlehrung,auch hier gilt die verantwortung für die festlegung der unternehmensstrategie liegt beim verwaltungsrat und nicht beim kanton bern,auch hier gilt die verantwortung für die festlehrung der unternehmensstrategie licht beim verwaltungsrat und nicht beim kanton bern,3289  26edae65-74d4-4275-9c80-ab3b4e860eb3
0.11,0.863,es,das,es kostet einfach mehr und belastet die gemeinden zusätzlich,das kostet einfach mehr und belastet die gemeinden zusätzlich,3197  a794ebc0-f015-4aff-a9c1-6ac83c98666e
0.11,0.791,schwangere arg,arbeitsgesetz schwangerei,heute wird die arbeitszeit für assistenten und oberärzte im arg geregelt und es gibt einen gesetzlichen schutz für schwangere,heute wird die arbeitszeit für assistenten und oberärzte im arbeitsgesetz geregelt und es gibt einen gesetzlichen schutz für schwangerei,775  7c6d3cff-047a-4c26-81c7-f71c73da493e
0.11,0.597,werkbeiträgen,merkbeiträgen,sie fördert mit werkbeiträgen auszeichnungen und kauft werke an,sie fördert mit merkbeiträgen auszeichnungen und kauft werke an,2747  f89e2325-d57f-47af-aeb1-ca577e2d1a8f
0.11,0.675,eine,,inhaltlich haben wir in einem punkt eine abweichende meinung,inhaltlich haben wir in einem punkt abweichende meinung,541  efeea4b8-e9bf-4f73-83a0-3e327de3f64c
0.11,0.597,fotovoltaikanlagen,photovoltaikanlagen,der anreiz für installationen von fotovoltaikanlagen muss grösser sein,der anreiz für installationen von photovoltaikanlagen muss grösser sein,833  2ce3e244-e3a1-4d09-83d7-280e9d9d3a47
0.11,0.767,mehr,,gleichberechtigung ist eben wenn es keine gleichberechtigungsstelle mehr braucht,gleichberechtigung ist eben wenn es keine gleichberechtigungsstelle braucht,2600  91472c83-b7f6-42af-9025-2bc1d9a529f5
0.11,0.661,grundlage,grundlagen,das nun vorliegende gesetz regelt die grundlage dieses kantonswechsels,das nun vorliegende gesetz regelt die grundlagen dieses kantonswechsels,2347  2708e833-6247-4190-b349-b91789f3cd0c
0.11,0.781,sie,wir,sie erachten die bestehende gesetzgebung als einschnitt in ihre unternehmerische freiheit und auch in das gewünschte unternehmerische risiko,wir erachten die bestehende gesetzgebung als einschnitt in ihre unternehmerische freiheit und auch das gewünschte unternehmerische risiko,3195  1475fa41-6e3d-4b0b-8978-65deaef16766
0.11,0.744,sommerflieder thujahecken,tuierhecken sonnenschlieder,meiner meinung nach kann es nicht sein dass immer noch thujahecken oder sommerflieder in privaten und öffentlichen gärten sind,meiner meinung nach kann es nicht sein dass immer noch tuierhecken oder sonnenschlieder in privaten und öffentlichen gärten sind,493  304c9a14-52f9-4e22-8ad8-c4dbd3cead66
